airline,overall,traveller_type,cabin,route,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money
United Airlines,1,Family Leisure,Premium Economy,Lafayette to Tulsa,2,1,1,2,1,1
United Airlines,1,Business,Business Class,Hong Kong to Newark,1,1,1,1,1,1
United Airlines,4,Couple Leisure,Economy Class,Newark to Orange County,1,3,1,1,1,1
United Airlines,8,Business,Premium Economy,London to Washington Dulles,3,4,3,4,3,3
United Airlines,1,Solo Leisure,Economy Class,Houston to St. Louis,1,1,1,1,1,1
United Airlines,2,Family Leisure,Economy Class,Washington to Seattle,2,1,1,1,1,1
United Airlines,2,Business,Economy Class,London to Denver,1,1,1,2,1,3
United Airlines,2,Couple Leisure,Economy Class,Sacramento to Port of Spain via Houston,1,1,1,1,3,2
United Airlines,1,Business,Economy Class,Savannah to Philadelphia,3,1,3,3,1,1
United Airlines,1,Family Leisure,Economy Class,Nashville to Honolulu via Houston,1,2,2,1,1,1
United Airlines,1,Couple Leisure,Business Class,Miami to Spokane,2,1,1,1,3,2
United Airlines,1,Solo Leisure,Economy Class,Shannon to Newark,2,2,2,4,1,1
United Airlines,1,Business,Economy Class,Pittsburgh to Birmingham,1,1,3,3,1,1
United Airlines,10,Family Leisure,Premium Economy,Frankfurt to San Francisco,5,5,4,5,5,4
United Airlines,1,Solo Leisure,Economy Class,Las Vegas to Newark,1,1,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,Los Cabos to Portland via San Francisco,1,3,2,4,1,1
United Airlines,2,Business,Economy Class,Boston to San Francisco,1,2,3,1,2,2
United Airlines,1,Couple Leisure,Economy Class,Denver to Newark,2,1,1,2,1,1
United Airlines,3,Business,Economy Class,San Francisco to Seattle,2,3,3,2,1,3
United Airlines,1,Solo Leisure,Economy Class,Mexico City to Tulsa via Houston,1,1,3,1,3,1
United Airlines,4,Solo Leisure,Economy Class,Chicago to Detroit,3,1,2,1,3,2
United Airlines,1,Solo Leisure,Economy Class,Sioux Falls to Louisville via Chicago,3,4,1,1,1,1
United Airlines,2,Couple Leisure,Economy Class,San Francisco to Newark,1,1,1,4,2,2
United Airlines,1,Business,Economy Class,Billings to Denver,1,2,1,2,1,1
United Airlines,6,Solo Leisure,First Class,Orlando to Washington,1,4,1,4,4,3
United Airlines,1,Family Leisure,Economy Class,Chicago to Maui via San Francisco,1,2,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,Newark to Santa Barbara via San Francisco,1,1,1,2,1,1
United Airlines,1,Couple Leisure,Economy Class,Midland to Jamaica,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Delhi to Newark,1,1,2,4,1,1
United Airlines,8,Business,Economy Class,Washington to Paris,4,4,3,3,4,5
United Airlines,2,Solo Leisure,Economy Class,Tokyo to Boston via Washington,3,2,1,3,1,1
United Airlines,2,Solo Leisure,Economy Class,Chicago to New York La Guardia,3,4,3,1,3,2
United Airlines,1,Couple Leisure,Economy Class,Chicago to Milwaukee via Nashville,1,3,2,1,1,1
United Airlines,1,Family Leisure,Economy Class,San Francisco to Tokyo Haneda,1,3,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,Moline to La Guardia via Chicago,1,1,1,1,1,1
United Airlines,1,Family Leisure,Premium Economy,Houston to Fort Lauderdale,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Cleveland to Washington,2,2,1,2,1,1
United Airlines,2,Solo Leisure,Economy Class,Detroit to San Francisco,2,3,2,2,1,2
United Airlines,4,Couple Leisure,Premium Economy,Newark to Miami,3,5,5,1,1,4
United Airlines,1,Business,Economy Class,Houston to San Francisco,1,1,1,1,1,1
United Airlines,1,Business,Economy Class,Albuquerque to Raleigh Durham via Denver,1,1,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,Newark to Key West via Ft Lauderdale,1,1,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,Charlotte to Cancun,1,1,1,1,1,1
United Airlines,1,Family Leisure,Economy Class,Bozeman to Kauai,1,2,1,3,2,1
United Airlines,8,Family Leisure,Business Class,San Francisco to London,5,5,4,3,4,4
United Airlines,1,Business,Economy Class,Boston to Chicago,1,2,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,Las Vegas to Chicago,1,3,2,1,1,1
United Airlines,5,Business,Economy Class,London to Newark,3,2,2,1,3,1
United Airlines,8,Solo Leisure,Economy Class,Dallas to Denver,5,5,5,5,5,5
United Airlines,1,Business,Economy Class,San Francisco to Chicago,1,2,1,2,3,1
United Airlines,10,Family Leisure,Premium Economy,London Heathrow to San Francisco,5,5,5,5,5,5
United Airlines,1,Couple Leisure,Economy Class,Newark to Saint Louis,3,1,1,1,1,2
United Airlines,1,Business,Economy Class,Kansas City to Houston,1,1,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,Denver to Barcelona via Newark,2,1,3,3,1,1
United Airlines,1,Solo Leisure,Economy Class,Newark to Orlando,4,1,4,1,1,1
United Airlines,1,Business,Economy Class,Newark to West Palm Beach,1,1,1,1,1,1
United Airlines,2,Business,Business Class,Houston to Frankfurt,1,1,1,3,2,1
United Airlines,4,Business,Economy Class,San Jose to Chicago,2,4,1,1,4,3
United Airlines,3,Business,Economy Class,Chicago to Tucson,3,4,2,1,3,3
United Airlines,1,Solo Leisure,Economy Class,Lincoln to Honolulu,1,1,2,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Charleston to Newark,1,1,1,1,1,1
United Airlines,1,Couple Leisure,Premium Economy,Houston to London,1,4,1,5,3,1
United Airlines,1,Couple Leisure,Economy Class,Grand Rapids to Brussels via Chicago,1,1,2,3,1,1
United Airlines,4,Business,Business Class,Las Vegas to Newark,2,3,2,1,2,3
United Airlines,1,Family Leisure,Economy Class,Miami to Seattle via San Francisco,3,1,3,1,1,1
United Airlines,3,Solo Leisure,Economy Class,Chicago to Los Angeles,4,2,2,1,2,2
United Airlines,5,Business,Business Class,Tel Aviv to San Francisco,2,2,2,1,3,3
United Airlines,10,Couple Leisure,Economy Class,Tampa to Dublin via Newark,3,5,5,5,5,5
United Airlines,2,Solo Leisure,Economy Class,Quebec to Newark,1,3,1,3,3,1
United Airlines,10,Family Leisure,Economy Class,Austin to Denver,4,4,4,3,3,3
United Airlines,3,Family Leisure,Economy Class,Taipei to Raleigh Durham via San Francisco,2,4,3,4,1,2
United Airlines,7,Business,Premium Economy,ZÃ¼rich to Reno via Newark & Denver,3,5,2,2,5,3
United Airlines,2,Solo Leisure,Economy Class,Alexandria to Toronto Pearson,2,3,2,2,3,2
United Airlines,1,Business,Economy Class,Des Moines to Fresnovia Denver,3,3,2,3,1,1
United Airlines,2,Business,Premium Economy,Newark to Savannah,3,3,2,2,1,1
United Airlines,2,Couple Leisure,Economy Class,Indianapolis to Newark,1,1,1,2,1,1
United Airlines,8,Solo Leisure,Business Class,London to Washington,4,4,4,5,5,5
United Airlines,1,Solo Leisure,Economy Class,Seattle to Oklahoma City,2,2,2,3,1,3
United Airlines,8,Solo Leisure,Premium Economy,Washington to Zurich,4,4,4,4,4,4
United Airlines,1,Solo Leisure,Economy Class,Fort Lauderdale to Newark,1,1,1,1,1,1
United Airlines,10,Solo Leisure,Premium Economy,Boston to Chicago,5,5,5,3,5,5
United Airlines,1,Family Leisure,Economy Class,Redmond to San Diego,1,2,1,1,3,1
United Airlines,1,Family Leisure,Economy Class,Newark to Dublin,1,1,1,1,1,1
United Airlines,3,Couple Leisure,Economy Class,Tampa to Houston,3,4,2,2,1,3
United Airlines,3,Couple Leisure,First Class,Chicago to Miami,3,4,1,4,3,1
United Airlines,1,Business,Economy Class,Nashville to Amsterdam via Washington-Dulles,1,1,1,1,1,1
United Airlines,1,Business,Economy Class,Detroit to Richmond,2,3,1,1,1,1
United Airlines,2,Family Leisure,Economy Class,Kalispell to Raleigh via Denver,3,2,1,1,2,1
United Airlines,1,Solo Leisure,Economy Class,San Francisco to Boise,1,2,1,1,1,1
United Airlines,3,Business,Economy Class,Mexico City to Newark,4,2,1,1,3,3
United Airlines,2,Couple Leisure,Economy Class,Manila to Colorado Springs via Guam / Honolulu,1,1,1,1,1,1
United Airlines,1,Family Leisure,Economy Class,Eugene to Little Rock,1,2,1,1,1,1
United Airlines,1,Business,Economy Class,Chicago to San Francisco,1,1,1,1,1,1
United Airlines,3,Solo Leisure,Economy Class,Panama City to Los Angeles via Houston,1,3,1,1,3,2
United Airlines,1,Business,Economy Class,Philadelphia to Washington DC,1,1,1,1,1,1
United Airlines,8,Business,Economy Class,San Francisco to Washington Dulles,4,4,4,4,4,4
United Airlines,1,Couple Leisure,Economy Class,Newark to Boston,2,1,1,1,1,4
United Airlines,1,Solo Leisure,Economy Class,Punta Cana to Dallas DFW via Washington,2,3,1,1,1,1
United Airlines,2,Family Leisure,Premium Economy,Los Angeles to Orlando,1,2,1,1,1,1
United Airlines,4,Business,Premium Economy,Newark to Amsterdam,2,2,1,3,1,1
United Airlines,1,Business,Economy Class,Denver to Atlanta,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Chicago to Bozeman,1,1,4,2,1,1
United Airlines,1,Solo Leisure,Economy Class,Honolulu to Chicago O'Hare,3,1,1,1,3,1
United Airlines,8,Business,Economy Class,London Heathrow to Los Angeles,2,4,5,5,4,5
United Airlines,1,Couple Leisure,Economy Class,Newark to Las Vegas,1,1,1,1,1,1
United Airlines,4,Solo Leisure,Premium Economy,Chicago to Beijing,2,2,2,3,4,2
United Airlines,2,Family Leisure,Economy Class,Denver to Kansas City,3,2,2,3,1,1
United Airlines,1,Business,First Class,Bozeman to Kahului via San Francisco,1,2,1,1,1,1
United Airlines,2,Couple Leisure,Premium Economy,Sydney to Cancun via Houston,1,1,1,1,3,2
United Airlines,1,Solo Leisure,Economy Class,Denver to Des Moines,1,1,1,1,1,1
United Airlines,2,Business,Economy Class,Munich to Chicago,1,1,1,2,3,2
United Airlines,2,Couple Leisure,Economy Class,Houston to New York,3,4,2,1,1,1
United Airlines,1,Couple Leisure,Economy Class,San Francisco to Kansas City,2,1,1,1,1,1
United Airlines,5,Business,Economy Class,Ontario to Washington DC via San Francisco,3,2,2,4,3,4
United Airlines,1,Solo Leisure,Business Class,Sydney to Detroit via San Francisco,1,1,1,1,1,1
United Airlines,1,Family Leisure,Economy Class,Orlando to Boise,3,3,1,1,1,1
United Airlines,9,Couple Leisure,Economy Class,Edinburgh to Hawaii via Newark,3,5,5,3,5,5
United Airlines,1,Business,Economy Class,LaGuardia to Los Angeles via Houston,1,1,1,1,1,1
United Airlines,1,Business,Economy Class,Vancouver to San Juan via San Francisco,1,2,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Toronto to Allentown via Newark,1,1,1,1,1,1
United Airlines,9,Couple Leisure,Premium Economy,Montreal to Hong Kong via Newark,2,5,4,5,5,5
United Airlines,3,Solo Leisure,Economy Class,Denver to Portland,3,2,3,1,3,2
United Airlines,1,Family Leisure,Economy Class,Los Angeles to Chicago,2,2,2,1,1,2
United Airlines,1,Couple Leisure,Economy Class,Paris to Austin via Washington,1,1,1,1,1,1
United Airlines,1,Business,Economy Class,Seattle to Syracuse via Chicago,2,2,2,2,2,2
United Airlines,1,Couple Leisure,Economy Class,Rochester to New York City,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Colorado Springs to Denver,1,1,1,1,1,1
United Airlines,10,Solo Leisure,Economy Class,Las Vegas to Chicago,5,4,4,4,5,5
United Airlines,3,Business,Business Class,Singapore to San Francisco,1,3,4,4,3,1
United Airlines,2,Solo Leisure,Economy Class,Dallas to Chicago,1,3,1,1,1,1
United Airlines,10,Solo Leisure,Economy Class,Maui to San Diego via San Francisco,4,4,4,4,4,5
United Airlines,1,Couple Leisure,Premium Economy,"Providence, RI to Seattle, WA",1,1,1,1,1,1
United Airlines,4,Business,Business Class,San Francisco to Tel Aviv,2,1,2,3,3,2
United Airlines,2,Solo Leisure,Business Class,San Francisco to Auckland,3,3,3,3,2,3
United Airlines,1,Solo Leisure,Premium Economy,Grand Rapids to Newark,1,1,1,1,1,1
United Airlines,3,Business,Premium Economy,Denver to Washington,1,3,2,1,2,2
United Airlines,7,Business,Business Class,Tel Aviv to San Francisco,3,2,3,4,3,3
United Airlines,1,Couple Leisure,Economy Class,Chicago to Des Moines,1,1,1,1,1,1
United Airlines,7,Solo Leisure,Economy Class,Houston to Calgary,4,4,2,2,4,3
United Airlines,1,Solo Leisure,Premium Economy,San Jose California to Houston Texas,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Newark to Norfolk,1,1,1,1,1,1
United Airlines,10,Couple Leisure,Economy Class,Honolulu to San Francisco,4,5,5,5,5,5
United Airlines,1,Business,Economy Class,Boston to Hong Kong via Newark,1,2,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,Houston to Oklahoma City,1,1,1,1,1,1
United Airlines,6,Solo Leisure,Economy Class,Raleigh Durham to Chicago,2,4,2,1,3,4
United Airlines,1,Business,Economy Class,Omaha NE to Toronto ON via Chicago IL,3,2,3,3,1,1
United Airlines,1,Family Leisure,Economy Class,Memphis to Chicago,2,1,5,5,2,1
United Airlines,8,Couple Leisure,Economy Class,Edinburgh to Newark,4,5,5,5,5,4
United Airlines,3,Couple Leisure,Economy Class,Buenos Aires to Newark,3,2,1,4,3,1
United Airlines,2,Family Leisure,Economy Class,Auckland to San Francisco,2,1,1,1,2,1
United Airlines,10,Couple Leisure,Premium Economy,Chicago to Portland,5,5,5,5,5,5
United Airlines,1,Family Leisure,Economy Class,Kahului to Chicago,1,5,1,1,1,1
United Airlines,8,Business,First Class,Denver to Tampa,4,4,4,4,5,4
United Airlines,1,Solo Leisure,Economy Class,Nashville to Rochester via Chicago,1,5,2,1,1,1
United Airlines,3,Solo Leisure,Economy Class,Washington Dulles to Hong Kong,2,1,2,5,2,2
United Airlines,9,Couple Leisure,Economy Class,Atlanta to Denver,4,5,3,4,5,5
United Airlines,1,Couple Leisure,Economy Class,Columbus to San Francisco via Denver,2,2,1,5,1,2
United Airlines,2,Business,Premium Economy,Newark to Seoul via San Francisco,3,1,1,1,3,2
United Airlines,3,Solo Leisure,Economy Class,Washington to London,1,2,3,1,2,3
United Airlines,3,Couple Leisure,Economy Class,Newark to London Heathrow,1,2,1,1,1,2
United Airlines,1,Couple Leisure,Economy Class,Tulsa to Los Angeles,1,2,3,1,1,1
United Airlines,1,Business,Economy Class,Billings to Denver,1,1,1,1,1,1
United Airlines,10,Family Leisure,First Class,Albany to San Francisco via Chicago,5,5,5,4,5,4
United Airlines,1,Couple Leisure,Economy Class,Montreal to San Francisco via Newark,1,1,1,1,1,1
United Airlines,2,Solo Leisure,Economy Class,San Diego to San Francisco,2,3,1,1,1,1
United Airlines,7,Solo Leisure,Economy Class,Newark to Tel Aviv,3,3,3,3,3,3
United Airlines,1,Family Leisure,Economy Class,Vancouver to Providence,1,1,1,1,1,1
United Airlines,1,Couple Leisure,Business Class,Los Angeles to Honolulu,1,1,1,1,1,1
United Airlines,8,Business,Economy Class,London to San Francisco,3,5,5,5,5,5
United Airlines,1,Family Leisure,Economy Class,Houston to Seattle,1,1,1,1,1,1
United Airlines,2,Solo Leisure,Economy Class,Newark to Tokyo,1,2,1,1,4,1
United Airlines,1,Solo Leisure,Economy Class,Denver to Minneapolis,1,1,1,1,1,1
United Airlines,10,Solo Leisure,Economy Class,Newark to San Francisco,4,5,4,4,5,4
United Airlines,1,Business,Economy Class,Denver to Helena,1,1,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,Houston to Pittsburgh,4,4,4,5,1,1
United Airlines,1,Solo Leisure,Economy Class,Kalispell to Denver,2,1,2,2,1,1
United Airlines,9,Couple Leisure,Economy Class,Brussels to Los Angeles via Newark / Chicago,4,5,5,4,4,5
United Airlines,1,Solo Leisure,Economy Class,Philadelphia to Chicago,2,3,2,2,1,1
United Airlines,2,Solo Leisure,Economy Class,San Francisco to Sydney,3,1,3,2,2,4
United Airlines,1,Family Leisure,Economy Class,Newark to Ft Lauderdale,1,1,1,1,1,1
United Airlines,8,Couple Leisure,Economy Class,Edinburgh to Newark,3,4,4,3,4,4
United Airlines,1,Couple Leisure,Economy Class,New Orleans to Denver,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Business Class,Dallas Fort Worth to Washington,1,2,2,3,2,2
United Airlines,10,Solo Leisure,Economy Class,Boise to Seattle via Denver,4,4,4,5,5,5
United Airlines,1,Couple Leisure,Economy Class,Seattle to Fort Walton via Houston,1,1,1,1,1,1
United Airlines,1,Business,Economy Class,Newark to San Francisco,1,1,1,1,1,1
United Airlines,10,Solo Leisure,Premium Economy,Boise to Seattle via Denver,4,4,4,5,5,5
United Airlines,1,Couple Leisure,Economy Class,Denver to Tucson,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Newark to San Diego,1,1,1,2,1,1
United Airlines,2,Business,Economy Class,Santa Ana to Ottawa,1,1,3,3,1,1
United Airlines,2,Couple Leisure,Economy Class,Auckland to Boston via San Francisco,1,2,1,1,1,1
United Airlines,1,Family Leisure,Economy Class,Miami to Denver via Houston,1,2,1,1,1,1
United Airlines,3,Family Leisure,Economy Class,Zurich to Newark,4,2,1,4,3,2
United Airlines,1,Couple Leisure,Economy Class,"Orlando, FL to Philadelphia, PA",2,2,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Newark to Savannah,1,1,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,Jackson to Aspen via Houston,1,1,1,1,1,1
United Airlines,10,Family Leisure,Economy Class,Atlanta to Newark,5,5,5,5,5,5
United Airlines,1,Family Leisure,Economy Class,Mumbai to Charlotte via Newark,1,2,1,3,1,1
United Airlines,1,Solo Leisure,Economy Class,Chicago to San Francisco,1,1,1,1,1,1
United Airlines,1,Couple Leisure,First Class,Chicago O'Hare to Tampa,1,1,1,1,1,1
United Airlines,1,Business,Economy Class,Phoenix to Houston,1,5,3,2,1,1
United Airlines,1,Solo Leisure,Economy Class,New York to Seattle via Washington,1,1,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,Denver to Asheville via Chicago,1,1,1,1,1,1
United Airlines,1,Business,Economy Class,Boston to Denver,1,1,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,Newark to Havana,2,1,1,1,3,1
United Airlines,1,Solo Leisure,Economy Class,Portland to Salt Lake City via Newark,1,2,1,1,3,2
United Airlines,1,Business,Economy Class,Louisville to Phoenix via Chicago,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Houston to Newark,2,2,1,2,1,2
United Airlines,8,Solo Leisure,Premium Economy,Tampa to San Jose via Houston,5,4,3,4,4,3
United Airlines,1,Solo Leisure,Economy Class,Bismarck to Pittsburgh,1,2,2,1,2,1
United Airlines,1,Solo Leisure,Economy Class,Newark to San Francisco,1,1,1,1,1,1
United Airlines,2,Couple Leisure,Economy Class,San Fransisco to Auckland,2,1,2,3,2,3
United Airlines,2,Solo Leisure,Economy Class,Los Angeles to Philadelphia via Chicago,1,3,1,1,3,1
United Airlines,1,Business,Economy Class,Seattle to Dallas via Houston,2,1,2,2,1,2
United Airlines,1,Solo Leisure,Economy Class,Houston to San JosÃ©,1,1,1,1,1,2
United Airlines,1,Business,Economy Class,Chicago to Washington,2,2,1,1,1,1
United Airlines,5,Couple Leisure,First Class,San Francisco to Cincinnati,4,2,4,1,3,1
United Airlines,10,Solo Leisure,Economy Class,Cleveland to Houston,4,4,4,4,4,3
United Airlines,1,Solo Leisure,Economy Class,Erie to Chicago,1,1,1,1,1,1
United Airlines,2,Business,Economy Class,San Francisco to Orlando,4,3,1,3,1,1
United Airlines,4,Solo Leisure,Economy Class,Chicago to Tokyo,1,3,1,2,2,2
United Airlines,2,Business,Economy Class,San Francisco to Tokyo Narita,2,3,1,1,1,2
United Airlines,2,Couple Leisure,Economy Class,Grand Rapids to Newark,1,1,1,3,1,3
United Airlines,9,Solo Leisure,Economy Class,Amsterdam to Washington via New York,5,5,5,5,5,5
United Airlines,1,Couple Leisure,Economy Class,Taipei to Las Vegas via San Francisco,3,5,2,3,1,1
United Airlines,10,Family Leisure,Economy Class,Hartford to San Diego via Washington,4,5,4,4,5,5
United Airlines,1,Business,First Class,Louisville to Tulsa via Chicago,1,1,1,1,1,1
United Airlines,1,Family Leisure,Economy Class,Des Moines to Orlando via Chicago,3,3,3,1,1,1
United Airlines,4,Family Leisure,Economy Class,Ottawa to Washington,3,1,1,2,4,3
United Airlines,7,Solo Leisure,Business Class,San Francisco to Newark,4,3,4,5,4,4
United Airlines,10,Business,Business Class,Dublin to Newark,5,5,5,5,5,5
United Airlines,8,Solo Leisure,First Class,San Francisco to Las Vegas,4,4,3,3,3,3
United Airlines,1,Family Leisure,Economy Class,Los Angeles to Atlanta,1,1,1,1,1,1
United Airlines,1,Family Leisure,Economy Class,Boston to Charleston via Newark,1,1,1,1,3,1
