airline,overall,traveller_type,cabin,route,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money
Air China,2,Business,Economy Class,DEL to ICN via PEK,1,1,1,1,1,1
Air China,6,Solo Leisure,Economy Class,CTU to SHA,3,3,1,3,2,4
Air China,3,Family Leisure,Economy Class,YVR to BOM via PEK,3,2,2,3,1,1
Air China,8,Solo Leisure,Economy Class,SGN to FRA via PEK,4,4,4,4,4,4
Air China,4,Family Leisure,Business Class,CAN to JFK via PEK,3,1,1,2,1,2
Air China,1,Family Leisure,Economy Class,ICN to HKG via PEK,3,2,3,2,1,1
Air China,1,Couple Leisure,Economy Class,LHR to MEL via PEK,2,1,1,1,2,1
Air China,2,Couple Leisure,Economy Class,LHR to NRT via PEK,2,2,1,1,1,3
Air China,2,Couple Leisure,Economy Class,SYD to LHR via PEK,2,1,1,1,1,1
Air China,9,Couple Leisure,Economy Class,SFO to BKK via PEK,3,4,3,5,3,5
Air China,1,Family Leisure,Economy Class,JFK to DEL via PEK,2,1,1,1,3,1
Air China,1,Family Leisure,Economy Class,PEK to LAX,1,1,1,3,1,1
Air China,9,Family Leisure,Economy Class,AKL to ICN via PEK,3,4,3,4,4,5
Air China,1,Solo Leisure,Economy Class,JFK to BKK via PEK,1,1,1,3,1,3
Air China,1,Couple Leisure,Economy Class,LHR to HND via PEK,1,1,1,1,1,3
Air China,1,Business,Economy Class,FRA to CGQ via PEK,1,1,1,2,1,1
Air China,6,Solo Leisure,Economy Class,Beijing to Chengdu,4,4,2,3,4,4
Air China,1,Solo Leisure,Economy Class,SYD to LHR via PEK,1,2,1,1,1,1
Air China,1,Solo Leisure,Economy Class,Beijing to Hong Kong,2,2,1,1,1,3
Air China,1,Family Leisure,Economy Class,LHR to BKK via PEK,2,1,2,2,1,2
Air China,2,Business,Business Class,FRA to PEK,2,1,1,1,2,2
Air China,8,Solo Leisure,Business Class,LHR to SYD via PEK,5,5,5,2,4,4
Air China,1,Solo Leisure,Economy Class,Frankfurt to Beijing,1,2,1,1,1,1
Air China,1,Couple Leisure,Economy Class,HKG to LHR via PEK,2,1,1,1,1,1
Air China,8,Couple Leisure,Economy Class,LAX to BKK via PEK,4,4,3,3,4,5
Air China,4,Solo Leisure,Economy Class,MEL to HRB via MEL,2,3,3,2,3,3
Air China,7,Couple Leisure,Economy Class,YUL to HGH via PEK,3,3,3,3,3,4
Air China,1,Couple Leisure,Economy Class,LHR to BKK via PEK,2,1,1,1,1,1
Air China,4,Solo Leisure,Business Class,VIE to HKG via PEK,4,2,4,3,1,3
Air China,1,Solo Leisure,Economy Class,HND to LHR via PEK,3,2,2,1,1,1
Air China,5,Couple Leisure,Economy Class,PEK to MUC,1,1,2,1,2,3
Air China,1,Couple Leisure,Economy Class,LAX to HKT via PEK,2,1,1,1,1,1
Air China,2,Couple Leisure,Economy Class,YVR to HKG via PEK,2,1,1,1,1,1
Air China,1,Solo Leisure,Economy Class,LHR to BKK via PEK,1,1,1,1,1,1
Air China,6,Business,Economy Class,ISB to HGH via PEK,4,3,3,3,1,4
Air China,3,Couple Leisure,Economy Class,HEL to SYD via ARN/PEK,1,1,1,1,1,1
Air China,2,Couple Leisure,Economy Class,BKK to LAX via PEK,2,3,1,2,1,4
Air China,2,Couple Leisure,Economy Class,NRT to LHR via PEK,1,1,1,1,1,1
Air China,2,Business,Economy Class,{VG to FRA,1,1,1,1,3,2
Air China,1,Couple Leisure,Economy Class,LHR to BKK via PEK,1,2,1,1,1,1
Air China,1,Solo Leisure,Economy Class,Beijing to Paris,2,2,2,2,1,1
Air China,10,Family Leisure,Economy Class,Beijing to Shangai,5,5,5,3,5,5
Air China,8,Couple Leisure,Economy Class,London to Manila via Beijing,4,4,4,3,4,5
Air China,8,Solo Leisure,Economy Class,LHR to BKK via PEK,3,4,4,4,4,5
Air China,2,Solo Leisure,Economy Class,JFK to BKK via PEK,2,4,4,3,1,2
Air China,9,Couple Leisure,Business Class,MEL to FCO via PEK,5,4,4,2,4,5
Air China,7,Solo Leisure,Business Class,PEK to MEL,5,2,2,3,4,5
Air China,4,Business,Economy Class,LHR to MFM via PEK,3,3,2,1,1,4
Air China,2,Business,Business Class,Melbourne to Beijing,2,1,3,1,1,1
Air China,8,Business,Economy Class,YUL to BKK via PEK,4,4,2,3,5,5
Air China,3,Couple Leisure,Economy Class,FRA to XIY via PEK,3,1,1,1,1,2
Air China,8,Solo Leisure,Economy Class,LAX to Beijing,4,4,3,3,4,4
Air China,3,Solo Leisure,Economy Class,Tokyo to New York via PEK,1,1,4,3,5,2
Air China,7,Family Leisure,Economy Class,HKG to CTU,4,4,4,2,4,4
Air China,4,Family Leisure,Economy Class,Frankfurt to Chengdu,3,3,5,2,3,4
Air China,4,Couple Leisure,Economy Class,London Heathrow to Bangkok via Beijing,2,2,2,2,2,4
Air China,1,Business,Economy Class,Shanghai to Houston via Beijing,2,1,2,1,1,1
Air China,1,Solo Leisure,Economy Class,HKG to TSN,1,1,1,1,1,1
Air China,2,Business,Economy Class,Beijing to Hong Kong,3,1,3,1,1,2
Air China,8,Solo Leisure,Economy Class,LAX to HKG via PEK,5,5,5,3,5,5
Air China,1,Family Leisure,Economy Class,LAX to Hefei via Beijing,2,2,2,2,1,1
Air China,1,Solo Leisure,First Class,Beijing to Sydney,5,1,3,3,1,1
Air China,1,Couple Leisure,Economy Class,Incheon to Paris via Beijing,1,1,2,1,1,1
Air China,6,Solo Leisure,Economy Class,SYD to TPE via PEK,3,4,3,2,2,4
Air China,1,Family Leisure,Economy Class,Bangkok to SFO via Beijing,3,1,1,2,1,3
Air China,9,Family Leisure,Economy Class,Tokyo Narita to Beijing,5,4,3,4,5,5
Air China,1,Couple Leisure,Economy Class,Phuket to JFK via Beijing,2,3,2,1,1,3
Air China,5,Solo Leisure,Economy Class,Geneva to Chengdu via Beijing,3,2,2,1,3,3
Air China,1,Family Leisure,Economy Class,Melbourne to Houston via Beijing,1,1,1,1,1,1
Air China,1,Solo Leisure,Economy Class,Melbourne to Shanghai via Bejing,2,2,2,1,1,3
Air China,1,Solo Leisure,Economy Class,Stockholm to Shenyang via PEK,1,2,2,1,3,2
Air China,2,Business,First Class,LAX to Chongqing via PEK,3,4,3,2,1,3
Air China,7,Business,First Class,Beijing to London,4,4,3,2,2,5
Cathay Pacific Airways,8,Couple Leisure,Premium Economy,Madrid to Tokyo via Hong Kong,5,4,5,4,3,4
Cathay Pacific Airways,8,Solo Leisure,Business Class,Hong Kong to Singapore,2,5,5,5,5,5
Cathay Pacific Airways,3,Solo Leisure,Economy Class,Melbourne to Tokyo via Hong Kong,4,2,2,3,1,1
Cathay Pacific Airways,7,Solo Leisure,Business Class,Hong Kong to Milan,3,4,2,2,3,4
Cathay Pacific Airways,1,Business,Economy Class,Hong Kong to Manila,3,1,1,3,1,1
Cathay Pacific Airways,1,Solo Leisure,Business Class,Hong Kong to Brisbane via Cairns,3,1,1,3,3,1
Cathay Pacific Airways,7,Solo Leisure,Economy Class,Toronto to Perth via Hong Kong,3,3,4,5,4,5
Cathay Pacific Airways,5,Solo Leisure,Economy Class,Sydney to Phuket via Hong Kong,4,4,2,4,4,3
Cathay Pacific Airways,6,Couple Leisure,Premium Economy,Cairns to Hong Kong via Paris,5,5,4,3,5,5
Cathay Pacific Airways,8,Solo Leisure,Economy Class,Hong Kong to Ho Chi Minh City,5,4,5,4,4,4
Cathay Pacific Airways,6,Family Leisure,Business Class,Hong Kong to Brussels,4,3,2,3,4,3
Cathay Pacific Airways,7,Solo Leisure,Business Class,Vancouver to New York,4,3,1,3,4,4
Cathay Pacific Airways,3,Couple Leisure,Economy Class,Hong Kong to Zurich,3,1,1,2,1,2
Cathay Pacific Airways,9,Couple Leisure,Economy Class,Bangkok to Singapore,4,4,4,4,4,5
Cathay Pacific Airways,9,Solo Leisure,Economy Class,Hong Kong to Bangkok,5,5,4,5,5,5
Cathay Pacific Airways,9,Solo Leisure,Economy Class,Hong Kong to Newark,5,5,4,5,4,5
Cathay Pacific Airways,3,Couple Leisure,Economy Class,New York to Bangkok via Hong Kong,3,2,2,3,3,2
Cathay Pacific Airways,3,Solo Leisure,Business Class,Bangkok to Singapore,3,1,1,4,4,3
Cathay Pacific Airways,2,Business,Economy Class,Sydney to Hong Kong,2,1,1,4,1,2
Cathay Pacific Airways,3,Business,Economy Class,Perth to Hong Kong,1,2,1,3,3,3
Cathay Pacific Airways,6,Couple Leisure,Economy Class,Denpasar to Gatwick via Hong Kong,5,2,3,4,3,5
Cathay Pacific Airways,6,Couple Leisure,Economy Class,Gatwick to Denpasar via Hong Kong,5,2,4,4,5,5
Cathay Pacific Airways,3,Couple Leisure,Economy Class,Cebu to Hong Kong,4,4,4,3,1,1
Cathay Pacific Airways,7,Solo Leisure,Economy Class,Seoul to Hong Kong,3,4,4,3,4,4
Cathay Pacific Airways,5,Solo Leisure,Economy Class,Colombo to San Francisco,1,3,4,4,3,4
Cathay Pacific Airways,3,Couple Leisure,Business Class,Hong Kong to Bangkok,2,4,2,4,1,3
Cathay Pacific Airways,8,Solo Leisure,Economy Class,Manila to Hong Kong,3,4,3,3,3,5
Cathay Pacific Airways,10,Business,Business Class,Hong Kong to London,5,5,5,5,5,5
Cathay Pacific Airways,9,Solo Leisure,Business Class,Sydney to Zurich via Hong Kong,4,5,4,4,5,5
Cathay Pacific Airways,1,Solo Leisure,Economy Class,Hong Kong to Mumbai,2,3,3,3,1,1
Cathay Pacific Airways,9,Business,Economy Class,Hong Kong to London Heathrow,3,5,4,5,4,4
Cathay Pacific Airways,9,Couple Leisure,Economy Class,Osaka to Hong Kong,4,5,5,4,5,5
Cathay Pacific Airways,4,Couple Leisure,Business Class,Kuala Lumpur to London via Hong Kong,4,3,2,4,4,2
Cathay Pacific Airways,1,Solo Leisure,Economy Class,Toronto to Manila via Hong Kong,1,1,1,3,1,1
Cathay Pacific Airways,2,Family Leisure,Economy Class,Bangkok to San Francisco via Hong Kong,2,2,3,3,1,2
Cathay Pacific Airways,5,Solo Leisure,Premium Economy,Singapore to Hong Kong,4,3,2,4,3,4
Cathay Pacific Airways,3,Solo Leisure,Business Class,Hong Kong to Newark,4,1,1,5,1,2
Cathay Pacific Airways,6,Solo Leisure,Economy Class,Vancouver to New York JFK,3,3,2,4,4,5
Cathay Pacific Airways,1,Solo Leisure,Economy Class,Adelaide to Chiang Mai via Hong Kong,3,4,2,3,1,1
Cathay Pacific Airways,1,Solo Leisure,Economy Class,Hong Kong to Sydney,2,1,1,1,1,1
Cathay Pacific Airways,6,Solo Leisure,Economy Class,New York JFK to Vancouver,3,4,4,5,1,5
Cathay Pacific Airways,10,Couple Leisure,Economy Class,Kaohsiung to London via Hong Kong,2,5,5,5,5,5
Cathay Pacific Airways,9,Business,Economy Class,Tokyo to Hong Kong,5,5,4,4,5,4
Cathay Pacific Airways,2,Business,Economy Class,Cape Town to Jakarta via Hong Kong,3,1,2,3,5,3
Cathay Pacific Airways,2,Solo Leisure,Premium Economy,Cebu to Mebourne via Hong Kong,3,3,3,4,1,2
Cathay Pacific Airways,9,Solo Leisure,Premium Economy,Hong Kong to Milan,3,5,5,5,5,4
Cathay Pacific Airways,3,Couple Leisure,Economy Class,Brisbane to Hong Kong,2,3,1,3,2,3
Cathay Pacific Airways,5,Couple Leisure,Economy Class,Sydney to London via Hong Kong,3,4,3,4,3,2
Cathay Pacific Airways,3,Family Leisure,Economy Class,Los Angeles to Hong Kong,3,1,2,5,2,2
Cathay Pacific Airways,5,Couple Leisure,Business Class,Bangkok to Hong Kong,2,4,2,3,3,3
Cathay Pacific Airways,5,Couple Leisure,Business Class,Hong Kong to Bangkok,2,5,2,4,2,3
Cathay Pacific Airways,9,Solo Leisure,Business Class,Seoul Incheon to Hong Kong,5,5,5,4,5,5
Cathay Pacific Airways,1,Family Leisure,Premium Economy,Hong Kong to Ho Chi Minh,2,1,1,3,1,1
Cathay Pacific Airways,3,Couple Leisure,Business Class,Auckland to London via Hong Kong,2,4,2,2,3,3
Cathay Pacific Airways,10,Family Leisure,Business Class,Bangkok to Hong Kong,5,5,5,5,5,5
Cathay Pacific Airways,2,Family Leisure,Economy Class,Bangalore to San Francisco via Hong Kong,1,1,1,1,1,1
Cathay Pacific Airways,3,Family Leisure,Economy Class,Jakarta to Hong Kong,3,2,2,4,2,4
Cathay Pacific Airways,2,Family Leisure,Business Class,Hong Kong to Melbourne,4,1,3,3,1,1
Cathay Pacific Airways,10,Solo Leisure,Business Class,Singapore to Bangkok,5,5,4,5,5,4
Cathay Pacific Airways,1,Family Leisure,Economy Class,Chicago to Hyderabad,1,1,1,1,1,1
Cathay Pacific Airways,7,Solo Leisure,Economy Class,Newark to Singapore via Hong Kong,4,5,2,3,4,4
Cathay Pacific Airways,3,Solo Leisure,Economy Class,Rome to Melbourne via Hong Kong,3,1,1,5,4,1
Cathay Pacific Airways,7,Solo Leisure,Business Class,Hong Kong to Shanghai,4,4,4,4,4,5
Cathay Pacific Airways,9,Family Leisure,Business Class,Washington to Hong Kong,5,5,3,5,5,5
Cathay Pacific Airways,9,Solo Leisure,Business Class,Nagoya to Taipei,4,5,5,5,3,5
Cathay Pacific Airways,5,Business,Economy Class,ZÃ¼rich to Manila via Hong Kong,3,1,2,2,1,2
Cathay Pacific Airways,8,Solo Leisure,Economy Class,Hong Kong to London Heathrow,3,2,4,5,4,3
Cathay Pacific Airways,5,Solo Leisure,Economy Class,Dubai to Manila via Hong Kong,3,4,4,4,1,4
Cathay Pacific Airways,10,Family Leisure,Business Class,Hong Kong to Singapore,5,5,4,5,5,5
Cathay Pacific Airways,10,Solo Leisure,Economy Class,London to Hong Kong,4,5,5,5,5,5
Cathay Pacific Airways,10,Solo Leisure,Economy Class,Johannesburg to Bangkok via Hong Kong,4,5,4,4,5,5
Cathay Pacific Airways,3,Couple Leisure,Business Class,Hong Kong to Amsterdam,3,1,1,3,3,2
Cathay Pacific Airways,2,Couple Leisure,Business Class,Hong Kong to new York,3,5,3,3,1,3
Cathay Pacific Airways,10,Business,Business Class,Manchester to Hong Kong,5,5,5,5,5,5
Cathay Pacific Airways,7,Solo Leisure,Economy Class,Hong Kong to Vancouver,4,5,4,5,5,2
Cathay Pacific Airways,8,Couple Leisure,Economy Class,Hong Kong to Osaka,4,4,3,4,3,4
Cathay Pacific Airways,10,Family Leisure,Business Class,Hong Kong to Washington,5,5,5,5,5,5
Cathay Pacific Airways,9,Solo Leisure,Business Class,New York to Hong Kong,5,5,5,5,4,4
Cathay Pacific Airways,8,Solo Leisure,Economy Class,Beijing to Hong Kong,4,4,4,5,4,4
Cathay Pacific Airways,8,Solo Leisure,Economy Class,Seoul Incheon to Hong Kong,4,4,4,5,5,4
Cathay Pacific Airways,3,Business,Economy Class,Hong Kong to Ho Chi Minh City,1,2,1,4,3,1
Cathay Pacific Airways,9,Solo Leisure,Economy Class,Hong Kong to Shanghai Pudong,3,4,4,4,5,4
Cathay Pacific Airways,8,Solo Leisure,Economy Class,Hong Kong to Seoul Incheon,5,4,4,5,4,4
Cathay Pacific Airways,8,Solo Leisure,Economy Class,Taipei to Hong Kong,4,4,3,5,5,4
Cathay Pacific Airways,7,Solo Leisure,Economy Class,Taipei to Hong Kong,3,3,3,3,5,4
Cathay Pacific Airways,10,Solo Leisure,Business Class,Hong Kong to Dubai,5,5,5,5,5,5
Cathay Pacific Airways,10,Solo Leisure,Economy Class,Manila to Hong Kong,5,5,5,5,5,5
Cathay Pacific Airways,10,Solo Leisure,Economy Class,New York JFK to Hong Kong via Kuala Lumpur,5,5,5,5,5,5
Cathay Pacific Airways,1,Family Leisure,Economy Class,Hong Kong to Melbourne,1,1,1,1,3,3
Cathay Pacific Airways,4,Solo Leisure,Economy Class,Surabaya to Seoul via Hong Kong,3,3,3,3,1,3
Cathay Pacific Airways,8,Couple Leisure,Business Class,Hong Kong to Surabaya,4,5,1,4,4,3
Cathay Pacific Airways,1,Solo Leisure,Economy Class,Melbourne to Los Angeles via Hong Kong,3,3,3,3,1,1
Cathay Pacific Airways,9,Solo Leisure,Business Class,Bangkok to New York JFK via Hong Kong,5,5,4,4,5,4
Cathay Pacific Airways,8,Couple Leisure,Economy Class,Zurich to Hong Kong,3,5,5,3,5,4
Cathay Pacific Airways,9,Business,Economy Class,Manila to Nagoya via Hong Kong,5,5,3,2,4,4
Cathay Pacific Airways,6,Couple Leisure,Economy Class,Rome to Tokyo via Hong kong,1,3,1,2,2,2
Cathay Pacific Airways,8,Couple Leisure,Economy Class,Los Angeles to Okinawa via Hong Kong,4,4,3,4,5,4
Cathay Pacific Airways,7,Solo Leisure,Economy Class,New York to Hong Kong,3,5,3,4,3,4
Cathay Pacific Airways,2,Solo Leisure,Premium Economy,Ho Chi Minh to New York via Hong Kong,2,2,1,1,1,1
Cathay Pacific Airways,8,Family Leisure,Economy Class,Gatwick to Melbourne via Hong Kong,4,5,3,4,3,4
Cathay Pacific Airways,1,Solo Leisure,Economy Class,Manila to Delhi via Hong Kong,3,1,1,3,1,1
Cathay Pacific Airways,10,Solo Leisure,Economy Class,Hong Kong to London,5,5,5,5,5,5
Cathay Pacific Airways,5,Solo Leisure,Premium Economy,Johannesburg to Vancouver via Hong Kong,4,2,2,5,2,2
Cathay Pacific Airways,10,Solo Leisure,Economy Class,Auckland to Gatwick via Hong Kong,4,5,4,4,5,5
Cathay Pacific Airways,9,Solo Leisure,Economy Class,Bangkok to Vancouver via Hong Kong,4,5,4,4,5,4
Cathay Pacific Airways,9,Couple Leisure,Economy Class,Sydney to Hong Kong,5,5,5,4,5,5
Cathay Pacific Airways,9,Couple Leisure,Premium Economy,Sydney to Hong Kong,5,4,5,4,5,5
Cathay Pacific Airways,10,Solo Leisure,Business Class,Bangkok to Hong Kong,4,5,5,5,5,5
Cathay Pacific Airways,2,Solo Leisure,Economy Class,Hong Kong to Sydney,1,3,4,4,3,1
Cathay Pacific Airways,10,Couple Leisure,Business Class,Hong Kong to Adelaide,5,5,5,4,5,5
Cathay Pacific Airways,10,Solo Leisure,Business Class,Dubai to Manila via Hong Kong,5,5,5,5,5,5
Cathay Pacific Airways,3,Family Leisure,Economy Class,Bangkok to Hong Kong,1,3,2,3,4,3
Cathay Pacific Airways,9,Solo Leisure,Economy Class,Gatwick to Ho Chi Minh City via Hong Kong,5,4,4,5,5,4
Cathay Pacific Airways,10,Family Leisure,Economy Class,San Francisco to Hyderabad via Via Hong Kong,5,5,5,5,5,5
Cathay Pacific Airways,2,Solo Leisure,Economy Class,Hong Kong to Bangkok,3,3,3,3,1,1
Cathay Pacific Airways,5,Business,Economy Class,Manila to San Diego via Hong Kong,5,2,1,4,3,3
Cathay Pacific Airways,6,Solo Leisure,Economy Class,Jakarta to Manila via Hong Kong,4,3,2,4,4,4
Cathay Pacific Airways,10,Family Leisure,Economy Class,Hong Kong to Taipei,3,4,4,5,4,4
Cathay Pacific Airways,1,Business,Business Class,Hong Kong to Zurich,3,1,2,2,1,1
Cathay Pacific Airways,10,Family Leisure,Business Class,London to Hong Kong,5,5,5,5,5,5
Cathay Pacific Airways,9,Couple Leisure,Business Class,Hong Kong to Singapore,5,4,5,5,5,5
Cathay Pacific Airways,3,Solo Leisure,Economy Class,Dusseldorf to Hong Kong,1,2,1,2,4,4
Cathay Pacific Airways,3,Business,Economy Class,New York to Taipei via Hong Kong,2,2,1,4,2,1
Cathay Pacific Airways,2,Family Leisure,Economy Class,Vancouver to Hong Kong,3,1,1,3,1,1
Cathay Pacific Airways,2,Business,Economy Class,Hkg to Sin,2,3,1,3,3,3
Cathay Pacific Airways,9,Business,Economy Class,Manila to Chengdu via Hong Kong,4,4,4,4,4,5
Cathay Pacific Airways,10,Couple Leisure,Economy Class,Hong Kong to Denpasar,5,5,5,5,5,5
Cathay Pacific Airways,10,Couple Leisure,Economy Class,London to Hong Kong,5,5,5,5,5,5
Cathay Pacific Airways,1,Couple Leisure,Economy Class,Manila to Zurich via Hong Kong,4,3,2,1,1,3
Cathay Pacific Airways,10,Solo Leisure,Economy Class,Hong Kong to Melbourne,5,5,5,5,5,5
Cathay Pacific Airways,10,Couple Leisure,Business Class,Bangkok to Hong Kong,5,5,5,5,5,4
Cathay Pacific Airways,2,Solo Leisure,Premium Economy,Newark to Clark via Hong Kong,3,1,1,5,5,1
Cathay Pacific Airways,10,Family Leisure,Economy Class,Sydney to Tokyo via Hong Kong,5,5,5,5,5,5
Cathay Pacific Airways,7,Couple Leisure,Economy Class,Jakarta to Beijing via Hong Kong,5,4,4,5,4,4
Cathay Pacific Airways,5,Business,Economy Class,Manila to Hong Kong,4,2,1,4,3,3
Cathay Pacific Airways,3,Business,Business Class,Chennai to Los Angeles via Hong Kong,4,5,3,3,1,1
Cathay Pacific Airways,10,Family Leisure,Economy Class,Hong Kong to Melbourne,5,5,5,5,5,5
Cathay Pacific Airways,3,Couple Leisure,Economy Class,London Heathrow to Hanoi via Hong Kong,3,4,3,3,1,3
Cathay Pacific Airways,9,Family Leisure,Economy Class,Melbourne to Hong Kong,5,4,4,5,5,5
Cathay Pacific Airways,9,Business,Economy Class,Hong Kong to Sydney,4,4,4,4,4,4
Cathay Pacific Airways,1,Solo Leisure,Premium Economy,Sydney to London via Hong Kong,3,3,3,3,1,1
Cathay Pacific Airways,9,Solo Leisure,Business Class,Hong Kong to Ho Chi Minh City,5,3,3,5,4,4
Cathay Pacific Airways,9,Solo Leisure,Economy Class,San Francisco to Hong Kong,5,5,5,5,5,5
Cathay Pacific Airways,9,Solo Leisure,Economy Class,Hong Kong to San Francisco,5,5,5,5,4,5
Cathay Pacific Airways,10,Couple Leisure,Business Class,Gatwick to Melbourne via Hong Kong,4,5,5,4,5,5
Cathay Pacific Airways,9,Solo Leisure,Economy Class,Melbourne to Hong Kong,5,5,5,5,4,5
Cathay Pacific Airways,6,Business,Business Class,Hong Kong to London Heathrow,3,2,3,3,3,3
Cathay Pacific Airways,10,Business,Business Class,Manila to Hong Kong,5,5,4,4,5,5
Cathay Pacific Airways,4,Business,Economy Class,Delhi to Hong Kong,4,1,3,5,4,3
Cathay Pacific Airways,9,Solo Leisure,Economy Class,Hong Kong to San Francisco,4,5,5,5,1,5
Cathay Pacific Airways,4,Business,Economy Class,Sydney to Beijing via Hong Kong,4,3,2,4,1,2
Cathay Pacific Airways,7,Solo Leisure,Economy Class,Manila to Hong Kong,5,3,1,5,5,3
Cathay Pacific Airways,10,Solo Leisure,Economy Class,Bangkok to Toronto via Hong Kong,5,5,5,4,5,5
Cathay Pacific Airways,7,Couple Leisure,Business Class,Hong Kong to Denpasar Bali,3,4,4,3,4,4
Cathay Pacific Airways,9,Couple Leisure,Business Class,Gatwick to Hong Kong,5,5,4,4,4,4
Cathay Pacific Airways,10,Solo Leisure,First Class,New York to Hong Kong via Vancouver,5,5,5,5,5,5
Cathay Pacific Airways,6,Solo Leisure,Economy Class,Auckland to Hong Kong,4,3,2,5,3,3
Cathay Pacific Airways,7,Solo Leisure,Economy Class,Toronto to Bangkok via Hong Kong,4,4,4,5,3,5
Cathay Pacific Airways,10,Solo Leisure,Economy Class,Adelaide to Tokyo via Hong Kong,5,5,5,5,5,5
Cathay Pacific Airways,8,Family Leisure,Economy Class,Hong Kong to Seoul,5,5,4,5,5,5
Cathay Pacific Airways,10,Couple Leisure,Economy Class,Hong Kong to Taipei,5,5,5,5,5,5
Cathay Pacific Airways,1,Couple Leisure,Economy Class,London to Ho Chi Min City via Hong Kong,3,1,3,4,1,1
Cathay Pacific Airways,4,Solo Leisure,Economy Class,Hong Kong to New York,3,2,3,3,3,3
Cathay Pacific Airways,2,Couple Leisure,Economy Class,Hong Kong to Perth,2,1,1,1,1,1
Cathay Pacific Airways,4,Solo Leisure,Premium Economy,Hong Kong to Auckland,3,1,4,4,5,5
Cathay Pacific Airways,2,Couple Leisure,Economy Class,Manchester to Auckland and return via Hong Kong,3,3,1,3,2,2
Cathay Pacific Airways,3,Couple Leisure,Economy Class,Brisbane to Hong Kong,1,3,2,2,4,2
Cathay Pacific Airways,9,Business,Economy Class,Bangkok to Singapore,5,5,5,5,2,4
Cathay Pacific Airways,6,Solo Leisure,Economy Class,Hong Kong to London,3,5,1,5,5,3
Cathay Pacific Airways,9,Couple Leisure,Business Class,Hong Kong to Melbourne,5,5,4,5,5,4
Cathay Pacific Airways,5,Business,Economy Class,Hong Kong to Manila,2,3,2,2,3,3
Cathay Pacific Airways,8,Business,Economy Class,Jakarta to Hong Kong,5,4,3,3,2,4
Cathay Pacific Airways,9,Solo Leisure,Economy Class,Hong Kong to London Heathrow,5,5,4,4,5,5
Cathay Pacific Airways,10,Couple Leisure,Business Class,London to Hong Kong,5,5,5,5,5,4
Cathay Pacific Airways,1,Business,Economy Class,Hong Kong to New York JFK,4,1,2,4,2,3
Cathay Pacific Airways,8,Solo Leisure,Premium Economy,Bangkok to Toronto via Hong Kong,5,5,3,4,5,5
Cathay Pacific Airways,9,Business,Business Class,Hong Kong to London Gatwick,5,3,4,5,5,5
Cathay Pacific Airways,10,Business,Premium Economy,London Gatwick to Hong Kong,5,5,4,5,5,5
Cathay Pacific Airways,9,Couple Leisure,Business Class,Hong Kong to Auckland,5,5,4,5,5,5
Cathay Pacific Airways,7,Family Leisure,Economy Class,Los Angeles to Hong Kong,3,3,4,4,5,5
Cathay Pacific Airways,10,Family Leisure,Economy Class,Hong Kong to San Francisco,5,5,5,5,5,5
Cathay Pacific Airways,10,Solo Leisure,Business Class,Hong Kong to Vancouver,5,5,5,5,5,5
Cathay Pacific Airways,9,Business,Business Class,Shanghai to Hong Kong,4,4,4,4,4,4
Cathay Pacific Airways,8,Solo Leisure,Economy Class,Toronto to Bangkok via Hong Kong,4,4,4,4,5,5
Cathay Pacific Airways,8,Family Leisure,Economy Class,Bangkok to Hong Kong,3,5,5,5,5,5
Cathay Pacific Airways,2,Family Leisure,Economy Class,Delhi to Toronto via Hong Kong,3,1,1,2,3,1
Cathay Pacific Airways,4,Couple Leisure,Business Class,Ho Chi Minh City to Chicago via Hong Kong,4,1,3,3,4,2
Cathay Pacific Airways,9,Solo Leisure,Economy Class,Bangkok to New York via Hong Kong / Vancouver,5,5,5,4,5,5
Cathay Pacific Airways,8,Business,Economy Class,Manila to Hong Kong,4,4,3,4,4,4
Cathay Pacific Airways,8,Business,Economy Class,Hong Kong to Manila,4,4,2,4,5,4
Cathay Pacific Airways,9,Family Leisure,Business Class,Bangkok to Hong Kong,3,4,5,5,5,5
Cathay Pacific Airways,10,Family Leisure,Business Class,Hong Kong to Bangkok,5,4,3,5,5,5
Cathay Pacific Airways,4,Couple Leisure,Business Class,Hong Kong to London Heathrow,1,1,1,1,1,2
Cathay Pacific Airways,10,Solo Leisure,Economy Class,London Heathrow to Ho Chi Minh via Hong Kong,5,5,5,5,5,5
Cathay Pacific Airways,10,Family Leisure,Economy Class,Hong Kong to Bangkok,5,4,5,5,5,5
Cathay Pacific Airways,9,Solo Leisure,Economy Class,Hong Kong to Singapore,4,5,4,5,5,5
Cathay Pacific Airways,8,Couple Leisure,Premium Economy,Hong Kong to London Heathrow,4,5,4,4,5,4
Cathay Pacific Airways,10,Family Leisure,Economy Class,Seoul Incheaon to Hong Kong,5,5,4,5,5,4
Cathay Pacific Airways,5,Couple Leisure,Economy Class,Hong Kong to Milan,3,4,3,3,1,2
Cathay Pacific Airways,8,Family Leisure,Economy Class,Hong Kong to Seoul,4,4,1,5,4,4
Cathay Pacific Airways,2,Solo Leisure,Economy Class,Vancouver to Hong Kong,1,1,2,3,3,2
Cathay Pacific Airways,10,Solo Leisure,Economy Class,New York JFK to Hong Kong,4,5,5,3,5,5
Cathay Pacific Airways,1,Couple Leisure,Economy Class,Vancouver to Bangkok via Hong Kong,1,2,2,1,2,1
