id,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
48389643,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48389706,1,1,0,2021-08-18,2021-08-18,5,5,5,5,5,5,5,0.27
48389891,1,1,0,2021-09-24,2021-09-24,5,4,5,5,5,3,5,0.41
48393913,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48393927,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48394869,1,1,0,2021-03-19,2021-03-19,5,5,5,5,5,5,5,0.11
48395633,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48395654,4,4,1,2021-10-31,2021-10-07,4.5,4.75,4.25,5,5,4.75,4.75,3.33
48395779,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48397375,2,2,0,2021-07-10,2021-09-06,5,4.5,5,5,5,5,5,0.4
48397805,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48399663,1,1,0,2021-10-01,2021-10-01,4,5,5,1,1,4,3,0.45
48400948,2,2,0,2021-08-15,2021-09-15,4,4.5,3.5,5,3.5,5,4,0.53
48402078,57,57,6,2021-04-25,2021-11-28,4.82,4.82,4.82,4.86,4.91,4.51,4.74,7.6
48402651,20,20,1,2021-11-03,2021-11-15,4.5,4.7,3.95,4.9,4.9,4.55,4.55,18.18
48402757,14,14,2,2021-07-07,2021-11-14,4.79,4.71,4.93,4.86,4.93,4.5,4.64,2.76
48403914,40,40,4,2021-09-29,2021-11-29,4.95,4.98,4.98,4.93,5,4.98,4.93,17.65
48404024,10,10,0,2021-05-03,2021-09-28,4.7,4.7,4.6,5,5,4.6,4.6,1.39
48404504,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48413404,2,2,0,2021-07-01,2021-10-01,5,5,5,5,5,5,5,0.38
48414050,1,1,0,2021-07-27,2021-07-27,5,5,5,5,5,5,5,0.23
48415866,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48416088,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48417136,13,13,1,2021-05-09,2021-11-08,4.92,4.92,4.69,5,4.69,4.85,4.77,1.85
48421464,3,3,1,2021-10-06,2021-11-07,5,5,4.67,5,5,5,5,1.48
48423570,3,3,0,2021-05-01,2021-07-06,5,4.67,4,5,5,5,4.67,0.41
48425681,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48425839,27,27,4,2021-06-09,2021-11-23,4.7,4.81,4.74,4.74,4.78,4.78,4.63,4.5
48426005,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48426501,2,2,0,2021-09-07,2021-04-16,5,5,4.5,5,5,4.5,4.5,0.67
48426539,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48427036,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48427492,3,3,0,2021-04-24,2021-09-16,5,5,5,4.67,5,5,5,0.4
48427760,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48430489,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48437851,17,17,1,2021-05-30,2021-09-27,4.29,4.41,4.29,4.76,4.82,4.24,4.29,2.68
48440192,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48441239,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48441542,1,1,0,2021-03-07,2021-03-07,5,5,5,5,5,5,5,0.11
48442281,1,1,0,2021-06-27,2021-06-27,5,5,5,5,5,5,5,0.19
48444090,2,2,0,2021-04-16,2021-04-23,4,5,3,3.5,5,5,3.5,0.26
48444347,3,3,1,2021-04-22,2021-11-16,3,3,3.33,4.67,4,5,3,0.39
48444465,1,1,0,2021-08-29,2021-08-29,2,3,2,4,1,5,2,0.3
48445362,12,12,0,2021-04-02,2021-09-26,5,4.92,4.92,4.83,5,4.75,4.92,1.45
48445411,1,1,0,2021-03-14,2021-03-14,5,1,5,5,5,5,5,0.11
48445475,1,1,0,2021-03-14,2021-03-14,5,5,5,5,5,5,5,0.11
48446426,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48446604,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48446709,13,13,0,2021-08-08,2021-09-22,4.69,4.85,4.46,4.46,4.77,4.85,4.85,3.28
48448846,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48449006,1,1,0,2021-04-11,2021-04-11,5,4,5,5,5,5,5,0.13
48449570,6,6,0,2021-03-27,2021-04-10,5,5,5,5,5,5,5,0.71
48451389,1,1,0,2021-10-03,2021-10-03,2,1,3,5,3,3,4,0.47
48451533,1,1,0,2021-05-05,2021-05-05,5,5,5,5,5,5,5,0.14
48451638,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48452047,11,11,2,2021-04-10,2021-10-23,4.82,4.82,4.91,5,5,4.82,5,1.38
48452927,2,2,0,2021-05-15,2021-07-10,4.5,4,3.5,4.5,4.5,4.5,5,0.29
48454844,20,20,0,2021-04-22,2021-06-05,4.7,4.85,4.9,4.65,4.65,4.85,4.5,2.63
48455965,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48456241,23,23,3,2021-05-06,2021-11-29,4.87,4.65,4.96,4.91,4.96,5,4.74,3.22
48458900,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48461879,1,1,0,2021-04-13,2021-04-13,5,3,4,4,5,4,4,0.13
48463036,18,18,1,2021-08-25,2021-11-27,4.89,5,4.94,5,5,4.78,4.72,5.24
48463531,2,2,0,2021-07-03,2021-08-28,4.5,4,4,4.5,4.5,4.5,4.5,0.38
48463899,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48466224,7,7,0,2021-08-24,2021-09-11,5,5,5,4.86,5,5,4.86,2.02
48466977,1,1,0,2021-06-15,2021-06-15,5,5,5,5,5,5,5,0.17
48467128,13,13,1,2021-09-16,2021-11-21,4.85,4.85,4.69,4.92,5,5,4.62,4.81
48467225,2,2,0,2021-07-11,2021-09-30,2.5,3,3.5,2,1,4.5,2.5,0.41
48467242,1,1,0,2021-07-01,2021-07-01,3,4,3,4,2,3,3,0.19
48467305,1,1,0,2021-03-12,2021-03-12,1,5,5,5,5,5,3,0.11
48467390,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48467434,3,3,0,2021-11-01,2021-05-30,4,4.33,4.33,3.33,3.33,4,4,2.57
48470766,27,27,3,2021-07-11,2021-11-19,4.41,4.56,4.37,4.81,4.7,4.48,4.48,5.47
48471666,13,13,1,2021-07-18,2021-11-04,4.85,4.62,4.69,4.92,4.85,4.54,4.77,2.77
48472308,1,1,0,2021-10-10,2021-10-10,4,4,4,5,5,5,5,0.53
48472858,27,27,5,2021-05-26,2021-11-21,4.74,4.85,4.85,4.85,4.93,4.74,4.81,4.18
48473370,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48479151,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48481328,4,4,0,2021-03-24,2021-07-26,4.5,4.75,4.75,4.5,4.5,4.75,4.75,0.47
48481637,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48482185,3,3,0,2021-06-27,2021-07-18,4.33,4.67,3.67,4.67,4.33,5,4.67,0.56
48482250,1,1,0,2021-05-01,2021-05-01,5,5,5,5,5,5,4,0.14
48483049,2,2,0,2021-05-31,2021-10-12,5,5,5,5,5,5,5,0.32
48485961,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48486315,1,1,0,2021-06-30,2021-06-30,5,5,5,2,2,5,5,0.19
48486327,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48487012,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48487568,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48489567,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48489664,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48489781,39,39,6,2021-03-12,2021-11-25,4.92,4.97,4.95,4.87,5,4.85,4.85,4.35
48489975,1,1,0,2021-10-16,2021-10-16,5,5,5,5,5,5,5,0.59
48490427,9,9,1,2021-04-25,2021-11-26,5,5,4.89,5,4.89,5,4.89,1.2
48502030,26,26,4,2021-08-25,2021-11-19,4.46,4.46,4.42,4.81,4.77,4.31,4.42,7.57
48502786,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48503146,2,2,1,2021-10-21,2021-11-15,5,5,5,5,5,5,5,1.3
48503504,4,4,0,2021-03-17,2021-05-25,5,5,5,5,5,5,5,0.45
48504393,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48505770,16,16,3,2021-03-20,2021-11-25,5,5,5,5,5,5,4.88,1.84
48506346,1,1,0,2021-10-28,2021-10-28,1,1,1,1,1,1,1,0.77
48508696,11,11,0,2021-09-22,2021-11-03,4.27,4.18,3.73,4.73,4.73,4.91,4.45,4.4
48514229,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48514482,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48515806,19,19,2,2021-05-24,2021-10-14,3.89,4.26,4.16,4.42,3.74,4.63,4.26,2.91
48516360,9,9,0,2021-11-03,2021-10-17,4.56,4.67,4.11,4.67,4.89,4.56,4.67,8.18
48516613,22,22,2,2021-05-06,2021-11-06,4.68,4.73,4.18,4.73,4.77,4.73,4.64,3.08
48517390,24,24,2,2021-09-20,2021-11-15,4.63,4.71,4.67,4.83,4.79,4.96,4.83,9.35
48517850,23,23,1,2021-04-18,2021-11-08,4.78,4.83,4.48,4.83,4.83,4.87,4.74,2.97
48518155,4,4,0,2021-10-17,2021-09-05,4,4.25,4,4.5,5,4.5,4.5,2.4
48518577,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48518696,5,5,2,2021-12-01,2021-09-19,5,5,4.4,5,5,5,5,5
48518699,9,9,0,2021-08-24,2021-09-15,4.89,5,4.89,4.56,4.67,4.89,4.89,2.6
48519376,1,1,0,2021-07-17,2021-07-17,5,5,4,5,5,5,5,0.21
48520815,23,23,4,2021-05-09,2021-11-28,5,4.96,5,5,5,4.87,4.91,3.27
48524254,5,5,0,2021-06-12,2021-08-08,4,4,3.8,4.2,4.2,4.2,4.2,0.85
48526543,6,6,0,2021-08-01,2021-09-21,4.67,5,4.5,5,5,4.5,4.83,1.42
48527218,25,25,1,2021-08-04,2021-11-14,4.72,4.88,4.68,4.68,4.64,4.92,4.76,6.05
48527525,2,2,1,2021-05-01,2021-11-15,5,5,5,5,5,5,5,0.27
48528086,16,16,2,2021-04-27,2021-11-14,4.38,4.56,3.75,4.75,4.69,4.63,4.38,2.15
48528367,17,17,1,2021-06-21,2021-10-31,3.94,4.18,3.29,4.47,4.24,4.53,4.06,3.04
48528519,23,23,0,2021-04-02,2021-10-31,4,4.35,3.52,4.48,4.39,4.39,4.3,2.78
48528952,1,1,0,2021-04-17,2021-04-17,5,5,5,5,5,5,5,0.13
48541285,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48541458,4,4,1,2021-08-27,2021-11-21,5,5,5,5,5,5,5,1.19
48541467,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48541630,1,1,0,2021-06-02,2021-06-02,1,1,1,1,1,1,1,0.16
48541784,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48542532,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48544248,4,4,0,2021-04-15,2021-09-05,5,5,4.25,5,5,5,4.75,0.51
48545541,1,1,0,2021-08-01,2021-08-01,4,4,5,5,5,3,4,0.24
48545956,2,2,1,2021-07-27,2021-11-14,5,5,5,5,5,4.5,5,0.45
48547934,8,8,3,2021-11-18,2021-11-26,4.5,3.88,4.25,4.75,4.88,4.75,4.75,8
48549263,5,5,0,2021-05-17,2021-11-01,4.6,4.6,4.4,4.8,5,4.8,4.4,0.74
48559749,1,1,0,2021-08-15,2021-08-15,5,5,5,5,5,4,5,0.27
48559980,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48560520,15,15,2,2021-11-21,2021-11-10,4.67,4.87,4.93,4.87,4.87,4.73,4.47,15
48561129,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48561933,39,39,3,2021-07-03,2021-11-13,4.67,4.87,4.69,4.95,4.9,4.79,4.67,7.5
48561991,7,7,0,2021-04-18,2021-08-01,4.71,4.57,4.71,5,4.57,4.86,4.71,0.91
48562140,14,14,0,2021-04-08,2021-08-20,4.5,4.86,4.71,4.86,4.86,4.71,4.57,1.74
48562198,6,6,0,2021-05-09,2021-05-28,4.5,4.67,4.67,5,4.67,4.5,4.67,0.85
48562525,27,27,2,2021-05-20,2021-11-14,4.81,4.85,4.89,4.89,4.96,4.89,4.81,4.05
48562591,15,15,0,2021-04-20,2021-08-20,4.53,4.53,4.2,4.87,4.27,4.87,4.47,1.96
48562666,26,26,1,2021-05-22,2021-11-05,4.92,4.88,4.88,5,4.92,4.92,4.77,3.94
48562671,1,1,0,2021-07-31,2021-07-31,5,5,5,5,5,5,5,0.24
48562731,26,26,0,2021-04-09,2021-10-03,4.65,4.65,4.35,4.88,4.85,4.77,4.65,3.24
48562814,17,17,0,2021-08-17,2021-07-22,4.76,4.88,4.53,5,4.82,4.94,4.88,4.59
48562902,23,23,0,2021-06-03,2021-09-14,4.78,4.87,4.57,5,5,4.91,4.87,3.71
48563279,16,16,0,2021-03-20,2021-08-29,4.69,4.56,4.94,4.69,5,5,4.75,1.84
48563315,19,19,0,2021-04-09,2021-09-04,4.68,4.79,4.47,4.95,4.89,4.95,4.79,2.37
48563374,23,23,0,2021-07-20,2021-08-01,4.7,4.7,4.48,4.87,4.83,4.91,4.83,4.96
48563418,28,28,1,2021-08-01,2021-11-08,4.86,4.89,4.79,4.93,4.96,4.89,4.82,6.61
48563493,27,27,0,2021-09-04,2021-09-23,4.56,4.7,4.48,4.74,4.7,4.93,4.7,8.71
48564529,10,10,0,2021-06-19,2021-08-04,4.6,4.5,4.5,4.8,5,5,4.6,1.76
48565695,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48566707,11,11,3,2021-04-10,2021-11-27,4.82,4.82,4.91,4.91,4.91,4.64,4.73,1.38
48569389,25,25,3,2021-05-06,2021-11-30,5,5,4.96,5,5,4.84,4.8,3.5
48571590,25,25,1,2021-10-11,2021-10-24,4.56,4.76,4.44,4.76,4.8,4.6,4.68,13.39
48577509,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48583003,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48583184,2,2,0,2021-05-01,2021-10-31,5,5,5,5,5,5,5,0.28
48584513,39,39,1,2021-08-20,2021-11-01,4.62,4.85,4.59,4.95,4.87,4.41,4.38,10.83
48585070,18,18,0,2021-06-14,2021-10-31,4.28,4.33,4.11,4.56,4.39,4.39,4.11,3.09
48585303,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48586222,38,38,2,2021-08-29,2021-11-07,4.61,4.61,4.82,4.74,4.55,4.87,4.42,11.52
48587319,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48587320,10,10,0,2021-04-07,2021-10-27,4.8,5,4.9,4.9,4.9,4.8,4.8,1.23
48587324,1,1,0,2021-11-04,2021-11-04,5,4,5,4,3,3,4,0.94
48587330,1,1,0,2021-04-01,2021-04-01,4,5,3,5,5,5,5,0.12
48587331,3,3,0,2021-04-04,2021-06-11,4.33,3.33,4.67,4.33,5,5,4.67,0.37
48587332,2,2,0,2021-04-02,2021-04-10,5,5,5,5,4.5,5,5,0.24
48587333,6,6,0,2021-04-19,2021-07-12,4.5,4.17,4.5,4.83,4,5,4.33,0.78
48587864,1,1,0,2021-08-15,2021-08-15,5,5,5,5,4,5,5,0.27
48589219,3,3,1,2021-06-13,2021-11-21,4.67,5,4.33,5,5,5,4.33,0.51
48590840,10,10,0,2021-06-09,2021-07-11,4.7,4.6,4.5,4.8,5,4.8,4.8,1.67
48591940,13,13,2,2021-10-11,2021-11-14,4.08,3.77,4.23,3.62,4.15,4.23,4.08,6.96
48592255,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48596794,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48601027,2,2,0,2021-05-14,2021-07-26,4,4.5,4.5,4.5,4,4.5,3.5,0.29
48601046,6,6,0,2021-03-27,2021-08-28,4.67,4.83,4,4.83,5,5,5,0.71
48601052,3,3,0,2021-07-24,2021-10-31,4.67,4.33,5,5,5,4.67,4.33,0.67
48601560,1,1,0,2021-07-31,2021-07-31,2,1,1,5,4,5,2,0.23
48601706,1,1,0,2021-09-06,2021-09-06,5,5,4,5,5,5,4,0.33
48601811,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48602128,2,2,1,2021-07-13,2021-11-06,4.5,4,4.5,5,5,5,4,0.41
48602260,1,1,0,2021-10-25,2021-10-25,5,5,5,5,5,5,5,0.71
48602318,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48602370,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48603377,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48605346,1,1,0,2021-08-22,2021-08-22,5,4,5,5,5,5,5,0.29
48608581,49,49,2,2021-06-07,2021-11-27,4.9,4.84,4.86,4.82,4.96,4.69,4.86,8.08
48609503,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48609591,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48611645,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48611921,33,33,2,2021-10-24,2021-11-25,4.91,4.88,4.94,5,5,4.85,4.88,23.02
48612262,19,19,5,2021-06-23,2021-11-28,4.84,4.95,4.95,5,4.95,4.53,4.84,3.43
48619317,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48621625,24,24,1,2021-10-30,2021-11-07,4.83,4.58,4.63,4.71,4.71,4.71,4.5,19.46
48621914,31,31,1,2021-04-04,2021-11-14,4.68,4.52,4.74,4.68,4.77,4.87,4.45,3.78
48621980,32,32,2,2021-04-04,2021-11-15,4.81,4.75,4.78,4.88,4.81,4.88,4.66,3.9
48622044,18,18,1,2021-04-03,2021-10-10,4.78,4.5,4.83,4.83,4.78,4.78,4.72,2.19
48622138,28,28,2,2021-10-26,2021-11-14,4.82,4.71,4.79,4.75,4.86,4.82,4.82,20.49
48622261,11,11,0,2021-03-13,2021-06-20,4.73,4.55,4.55,5,4.91,5,4.64,1.23
48622314,1,1,0,2021-06-20,2021-06-20,5,5,5,5,5,5,5,0.18
48622379,7,7,0,2021-03-13,2021-10-31,4.71,4.71,4.43,4.86,4.71,4.86,4.57,0.78
48622476,5,5,0,2021-08-05,2021-09-06,5,5,4.2,5,5,5,4.8,1.23
48622483,45,45,2,2021-07-22,2021-11-21,4.71,4.73,4.82,4.8,4.82,4.82,4.64,9.85
48624250,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48625147,4,4,0,2021-03-21,2021-04-18,4.25,4.5,4.75,4.75,4,5,4.25,0.46
48625432,2,2,0,2021-06-19,2021-06-27,4.5,4.5,4.5,4.5,4.5,5,5,0.35
48625609,1,1,0,2021-04-10,2021-04-10,5,5,5,5,5,5,5,0.13
48625937,8,8,0,2021-03-17,2021-07-18,5,5,5,5,5,5,5,0.91
48627687,1,1,0,2021-05-31,2021-05-31,5,5,5,5,5,5,5,0.16
48630018,3,3,0,2021-04-05,2021-07-03,4.33,4.67,4.33,5,5,5,4.33,0.37
48631819,28,28,5,2021-03-29,2021-11-27,4.61,4.71,4.5,4.82,4.86,4.71,4.64,3.33
48632932,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48636094,29,29,5,2021-11-07,2021-12-04,4.97,4.9,4.97,4.9,4.9,4.41,4.83,29
48637811,3,3,1,2021-04-25,2021-11-08,4.67,4.67,4.67,4.67,5,4.67,4.33,0.4
48637911,16,16,0,2021-06-06,2021-10-21,4.75,4.94,4.63,4.81,4.81,4.75,4.88,2.62
48637923,38,38,2,2021-07-11,2021-11-12,4.58,4.68,4.55,4.87,4.76,4.55,4.55,7.7
48638427,57,57,5,2021-03-20,2021-12-03,4.68,4.74,4.53,4.89,4.72,4.58,4.65,6.55
48639203,36,36,3,2021-11-29,2021-12-02,4.72,4.83,4.67,4.81,4.81,4.61,4.75,36
48639294,24,24,0,2021-09-19,2021-11-01,4.75,4.92,4.58,5,4.75,4.58,4.79,9.23
48639298,4,4,0,2021-09-22,2021-09-02,5,5,5,4.75,5,4.75,5,1.6
48639884,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48644245,10,10,1,2021-11-12,2021-09-13,4.7,4.7,4.7,4.5,4.6,4.6,4.5,10
48645050,7,7,1,2021-03-28,2021-11-14,4.86,5,5,5,4.86,4.57,4.57,0.83
48645294,32,32,4,2021-11-21,2021-11-14,4.88,4.91,4.94,4.75,4.88,4.84,4.97,32
48645298,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48647202,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48649306,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48652544,3,3,0,2021-03-28,2021-10-24,5,5,5,5,5,5,5,0.36
48654449,19,19,3,2021-07-11,2021-11-15,4.74,4.79,4.74,4.84,4.74,4.74,4.79,3.85
48656006,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48657187,12,12,2,2021-06-22,2021-11-15,4.92,4.83,4.83,4.83,4.83,4.67,4.83,2.16
48658249,12,12,1,2021-08-24,2021-10-26,4.83,4.67,4.83,5,5,4.25,4.67,3.46
48658534,29,29,5,2021-09-20,2021-11-28,4.93,5,4.86,4.9,5,4.72,4.83,11.3
48659103,20,20,4,2021-05-24,2021-11-28,4.9,4.95,4.9,5,5,4.75,4.7,3.06
48661038,9,9,2,2021-07-17,2021-11-26,4.89,4.89,4.89,5,4.89,4.89,4.78,1.9
48661643,14,14,2,2021-04-04,2021-11-25,4.29,4.43,4.14,4.5,4.79,4.57,4.07,1.71
48662331,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48663269,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48670736,5,5,0,2021-07-13,2021-06-27,5,5,4.8,4.8,5,4.8,5,1.03
48672011,12,12,2,2021-09-19,2021-11-28,5,5,4.92,4.92,5,4.83,5,4.68
48672660,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48674893,2,2,0,2021-08-28,2021-11-01,5,5,5,5,5,4.5,5,0.6
48675994,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48676880,1,1,0,2021-04-24,2021-04-24,5,5,5,5,5,5,5,0.13
48676981,26,26,4,2021-03-27,2021-11-29,4.69,4.85,4.73,5,4.96,4.92,4.42,3.07
48677043,2,2,0,2021-08-15,2021-08-23,5,5,5,5,5,5,4.5,0.53
48677256,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48679377,5,5,2,2021-07-12,2021-11-28,5,5,5,5,5,5,4.4,1.02
48679571,16,16,5,2021-03-31,2021-12-02,4.63,4.75,4.88,5,5,4.75,4.69,1.92
48679875,1,1,0,2021-04-06,2021-04-06,5,5,5,5,5,5,5,0.12
48680807,15,15,1,2021-06-25,2021-11-05,4.87,4.87,4.73,5,4.93,5,4.67,2.74
48681298,6,6,4,2021-10-23,2021-11-14,5,5,5,5,5,5,5,4.09
48688988,20,20,1,2021-09-04,2021-11-07,5,5,4.95,4.8,5,4.9,4.95,6.45
48689321,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48695440,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48697648,2,2,0,2021-06-09,2021-08-25,5,5,5,5,5,5,5,0.34
48698796,9,9,2,2021-06-03,2021-11-14,4.78,4.33,4.89,4.67,4.33,4.78,4.67,1.45
48699809,49,49,8,2021-08-31,2021-11-28,4.67,4.59,4.43,4.84,4.73,4.76,4.57,15.15
48704743,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48711194,12,12,0,2021-06-27,2021-09-06,4.92,5,5,4.83,5,5,4.83,2.22
48712867,41,41,2,2021-06-13,2021-11-28,4.9,4.8,4.78,4.95,5,4.9,4.85,6.99
48713339,2,2,0,2021-09-12,2021-06-05,5,5,5,5,5,5,5,0.71
48715103,1,1,0,2021-08-31,2021-08-31,5,5,5,5,5,4,5,0.31
48716450,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48718266,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48718623,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48720354,2,2,0,2021-10-10,2021-10-29,5,5,5,5,5,5,5,1.05
48720509,14,14,0,2021-03-27,2021-10-31,4.43,4.57,4.79,4.14,4.21,4.57,4.64,1.65
48720514,2,2,0,2021-08-29,2021-05-12,4.5,5,4.5,4.5,5,5,4,0.61
48720650,29,29,5,2021-08-06,2021-11-21,4.83,4.79,4.79,4.79,4.79,4.62,4.72,7.13
48721300,22,22,2,2021-06-24,2021-11-14,5,5,5,5,5,4.82,5,4
48721928,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48722019,1,1,0,2021-06-05,2021-06-05,1,1,1,1,1,1,1,0.16
48722174,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48723208,4,4,0,2021-05-17,2021-07-26,4.25,4.75,4,5,5,5,5,0.59
48723216,7,7,7,2021-11-28,2021-11-21,4.71,4.86,4.43,5,5,5,4.71,7
48724534,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48727690,16,16,2,2021-04-02,2021-11-26,4.5,4.5,4.31,4.81,4.81,4.44,4.5,1.94
48728878,3,3,0,2021-03-28,2021-04-11,5,4.67,4.67,5,5,4.67,4.67,0.36
48730967,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48731947,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48733636,1,1,0,2021-10-03,2021-10-03,5,5,5,5,5,5,5,0.47
48734137,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48735370,3,3,1,2021-07-11,2021-11-28,5,4.67,5,5,5,5,4.67,0.61
48735790,9,9,1,2021-09-04,2021-10-15,4.67,4.78,4.33,5,4.78,4.89,4.56,2.9
48735911,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48736080,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48736172,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48736279,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48736356,1,1,0,2021-09-08,2021-09-08,3,4,3,5,2,5,2,0.34
48736458,2,2,0,2021-07-28,2021-10-26,4,3,3.5,4.5,2.5,4.5,2.5,0.46
48736649,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
