id,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
11604885,90,0,0,2018-06-10,2020-03-11,4.85,4.88,4.83,4.94,4.99,4.97,4.89,2.12
11609108,19,3,0,2016-04-10,2021-08-31,4.84,4.53,4.32,4.53,4.79,4.95,4.42,0.28
11609114,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11611289,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11611809,1,0,0,2016-03-23,2016-03-23,2,5,5,5,4,4,1,0.01
11617815,69,1,0,2016-05-30,2021-06-05,4.17,4.45,4.25,4.66,4.63,4.73,4.34,1.03
11618338,1,0,0,2016-03-18,2016-03-18,0,NA,NA,NA,NA,NA,NA,0.01
11619832,86,9,0,2016-05-15,2021-10-06,4.42,4.75,4.1,4.81,4.98,4.48,4.57,1.27
11620062,16,4,0,2016-08-31,2021-10-31,4.38,4.31,4.19,4.63,4.63,4.69,4.31,0.25
11620821,66,12,1,2016-09-22,2021-11-27,4.64,4.7,4.48,4.74,4.71,4.65,4.61,1.04
11622052,1,0,0,2016-03-28,2016-03-28,5,5,5,4,5,5,5,0.01
11624287,63,5,1,2016-05-07,2021-11-24,4.95,4.94,4.97,5,4.97,5,4.89,0.93
11624421,5,2,0,2017-08-10,2021-08-15,5,5,4.6,5,4.8,5,5,0.09
11638302,2,0,0,2016-10-23,2017-01-01,3.5,2,3,3,2.5,4,5,0.03
11638339,1,0,0,2017-04-20,2017-04-20,0,NA,NA,NA,NA,NA,NA,0.02
11639083,2,2,0,2021-09-04,2021-10-08,3,3,2.5,3,5,4.5,3,0.65
11639297,9,0,0,2018-06-30,2019-06-08,4.44,4.67,3.67,4.78,5,4.67,4.56,0.22
11639940,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11641258,4,0,0,2016-04-01,2017-04-15,4.75,4.5,4.75,4.75,4.75,4.75,4.75,0.06
11646497,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11649232,76,13,1,2017-09-29,2021-11-10,4.96,4.97,4.92,4.99,4.99,5,4.85,1.49
11650863,245,46,4,2016-08-06,2021-11-19,4.7,4.86,4.67,4.72,4.74,4.91,4.6,3.77
11651929,1,0,0,2016-03-18,2016-03-18,5,5,4,5,5,5,4,0.01
11652179,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11652872,18,3,0,2019-06-30,2021-09-30,4.94,4.94,4.65,5,5,5,4.88,0.61
11653913,1,0,0,2016-03-26,2016-03-26,4,4,5,4,4,3,3,0.01
11654372,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11655500,36,18,0,2019-11-25,2021-09-28,4.97,5,4.97,4.92,4.97,4.92,4.94,1.46
11656367,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11656396,242,1,1,2016-10-28,2021-11-20,4.95,4.98,4.96,4.94,4.95,4.89,4.83,3.89
11656721,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11658950,5,0,0,2017-04-05,2017-04-23,4.8,5,4.2,5,5,5,4.8,0.09
11659242,102,0,0,2016-09-17,2020-03-10,4.78,4.83,4.72,4.82,4.9,4.88,4.67,1.61
11659296,10,0,0,2016-04-02,2017-09-02,4.44,4.78,4.33,4.78,4.78,4.44,4.44,0.14
11667455,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11672539,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11673018,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11674309,13,3,0,2018-03-05,2021-05-31,4.54,4.62,4.38,4.62,4.62,4.69,4.46,0.28
11675095,5,0,0,2019-12-01,2018-10-06,4.2,4,3.8,4.4,4.4,4.4,3.8,0.2
11675279,52,12,1,2016-08-13,2021-11-28,4.81,4.8,4.81,4.88,4.88,4.5,4.79,0.8
11675341,4,0,0,2016-04-01,2016-05-12,5,5,5,5,5,5,5,0.06
11675817,1,0,0,2016-04-08,2016-04-08,5,5,5,5,5,5,5,0.01
11677489,23,0,0,2016-10-12,2020-11-18,4.82,4.82,4.68,4.86,4.82,5,4.64,0.37
11678327,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11684682,160,3,1,2016-04-18,2021-11-15,4.76,4.82,4.71,4.88,4.91,4.72,4.76,2.33
11685868,6,0,0,2016-05-22,2016-07-11,4.67,5,4.67,5,5,4.5,4.67,0.09
11689818,1,0,0,2016-08-09,2016-08-09,4,5,4,5,5,3,5,0.02
11690477,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11691699,4,0,0,2016-07-04,2016-08-10,4.75,5,5,4.5,4.75,4.25,4.5,0.06
11693193,139,3,3,2016-05-15,2021-11-30,4.87,4.95,4.89,4.95,4.86,4.89,4.89,2.05
11695338,6,0,0,2016-04-25,2016-08-07,4.83,4.83,4.83,5,5,4.83,5,0.09
11697308,9,0,0,2016-08-28,2019-11-03,4,4.67,4.33,4.75,4.11,4.38,4.13,0.14
11697629,6,0,0,2016-05-17,2017-08-31,4.4,4.4,4.6,5,4.4,4,4.2,0.09
11700121,1,0,0,2016-07-19,2016-07-19,4,5,4,5,5,5,5,0.02
11701404,29,4,0,2016-11-02,2021-05-28,4.79,4.79,4.97,4.59,4.86,4.69,4.79,0.47
11713899,1,0,0,2016-05-23,2016-05-23,5,0,0,0,0,5,5,0.01
11714137,11,6,1,2019-04-28,2021-11-14,5,5,5,5,5,5,4.91,0.35
11715256,15,5,0,2018-03-22,2021-10-18,4.6,4.93,4.4,4.87,5,4.53,4.67,0.33
11715651,12,1,0,2017-10-11,2021-07-31,4.42,4.5,3.92,4.67,4.92,4.5,4.08,0.24
11716127,4,0,0,2016-07-13,2018-09-11,3.75,3.5,3.75,3.75,4,4,3.75,0.06
11716677,254,38,6,2017-05-30,2021-12-02,4.82,4.9,4.82,4.96,4.99,4.98,4.79,4.62
11716947,2,0,0,2016-03-12,2016-09-08,5,5,5,5,5,5,5,0.03
11718547,107,0,0,2016-12-15,2020-01-01,4.78,4.82,4.75,4.83,4.87,4.61,4.73,1.77
11720001,63,7,3,2016-04-19,2021-11-29,5,5,5,4.98,5,4.95,4.98,0.92
11721727,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11724255,84,6,0,2016-10-22,2021-09-20,4.38,4.41,4.51,4.72,4.37,4.88,4.49,1.35
11724873,126,0,0,2016-08-03,2020-03-08,4.97,4.98,4.97,4.99,4.99,4.98,4.91,1.94
11728836,1,0,0,2016-03-26,2016-03-26,5,5,3,5,5,5,5,0.01
11730504,17,0,0,2016-05-10,2018-02-14,4.88,5,4.94,5,4.94,4.75,4.81,0.25
11732848,15,2,0,2016-07-29,2021-07-19,4.93,4.87,4.87,5,5,5,5,0.23
11732961,87,0,0,2016-08-03,2020-03-07,4.93,4.98,4.92,4.98,5,4.83,4.88,1.34
11737916,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11738951,1,0,0,2016-05-02,2016-05-02,0,NA,NA,NA,NA,NA,NA,0.01
11739168,21,3,0,2019-09-21,2021-07-31,4.48,4.48,4,4.86,4.67,4.95,4.38,0.78
11741555,24,0,0,2018-05-06,2020-09-27,4.88,4.83,4.79,4.71,4.83,4.96,4.54,0.55
11742647,60,11,1,2016-07-26,2021-11-26,4.77,4.78,4.63,4.95,4.93,4.87,4.75,0.92
11751327,17,3,0,2016-05-29,2021-06-30,4.65,4.59,4.82,5,4.94,4.94,4.47,0.25
11751718,7,1,0,2019-03-01,2021-07-31,4,3.86,4.14,3.86,4.14,4.14,3.57,0.21
11751916,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11753010,108,0,0,2016-08-13,2020-09-28,4.29,4.32,4.62,4.58,4.53,4.53,4.3,1.67
11753760,198,13,0,2016-09-03,2021-10-14,4.9,4.97,4.78,4.98,4.97,4.95,4.89,3.09
11753792,3,2,0,2018-08-06,2021-09-06,5,5,5,5,5,5,5,0.07
11758313,9,2,0,2016-06-30,2021-09-16,4.67,4.56,4.67,5,4.33,4.67,4.22,0.14
11771598,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11772032,39,0,0,2017-05-09,2018-11-25,4.31,4.46,4.31,4.76,4.92,4.76,4.32,0.7
11775127,3,0,0,2016-03-15,2016-03-15,0,NA,NA,NA,NA,NA,NA,0.04
11775179,18,5,0,2018-06-22,2021-06-28,4.94,5,5,4.94,4.94,4.61,4.83,0.43
11775483,176,0,0,2016-11-22,2020-12-01,4.76,4.87,4.75,4.91,4.92,4.76,4.85,2.87
11782585,67,0,0,2016-05-27,2020-10-31,4.81,4.69,4.79,4.93,4.93,5,4.75,1
11786053,29,0,0,2016-06-16,2017-08-11,4.72,4.79,4.76,4.93,4.9,4.72,4.83,0.44
11786930,1,0,0,2016-07-15,2016-07-15,5,5,5,5,5,5,5,0.02
11788559,9,0,0,2019-08-10,2019-07-28,4.63,4.75,3.75,5,5,4.88,4.63,0.32
11790047,27,8,2,2017-05-29,2021-11-10,4.81,4.96,4.77,4.81,4.77,4.77,4.65,0.49
11790749,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11791673,34,6,0,2016-09-10,2021-10-14,4.18,4.5,4.09,4.65,4.47,4.38,4.26,0.53
11793542,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11798782,1,0,0,2016-06-13,2016-06-13,5,5,5,5,5,5,5,0.01
11802086,2,0,0,2016-10-10,2018-05-11,5,5,5,5,5,4.5,5,0.03
11803487,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11804245,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11812986,2,0,0,2016-03-26,2016-03-17,5,5,5,5,5,5,5,0.03
11814079,9,0,0,2016-06-21,2017-01-02,4.89,5,4.88,5,5,4.67,4.89,0.14
11814184,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11816864,5,0,0,2016-03-27,2016-06-08,4.8,5,4.8,4.4,5,4.2,4.6,0.07
11817955,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11826892,2,0,0,2016-04-12,2017-10-09,5,5,4.5,5,5,4.5,4.5,0.03
11827037,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11827175,7,0,0,2016-04-02,2017-01-01,5,5,5,5,5,4.71,4.86,0.1
11827451,96,1,0,2018-10-23,2020-10-05,4.83,4.92,4.88,4.95,4.98,4.76,4.78,2.53
11829419,9,0,0,2016-06-25,2016-08-09,3.89,4.56,3.78,4.89,4.75,4.22,4.22,0.14
11833497,1,0,0,2016-07-31,2016-07-31,5,5,5,5,5,5,5,0.02
11837681,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11837962,9,0,0,2018-03-13,2019-10-27,4.67,4.44,4.56,5,4.89,4.89,4.56,0.2
11840057,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11840404,13,1,0,2017-06-25,2021-05-27,4.67,4.83,4.42,4.83,5,5,4,0.24
11841988,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11842300,2,0,0,2016-03-21,2016-12-22,4,3,3,5,5,5,4,0.03
11842735,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11844776,7,1,1,2016-08-22,2021-11-16,4.43,4.57,4.43,4.86,4.86,4.71,4.14,0.11
11845193,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11847204,4,0,0,2016-12-02,2019-06-09,4.25,4.25,3.5,4.75,5,5,4.25,0.07
11850380,5,0,0,2016-04-02,2017-04-30,4.2,5,3.8,5,5,4.6,4.8,0.07
11850782,6,0,0,2019-12-29,2016-04-30,4.83,4.83,4.67,4.67,4.83,4.67,4.83,0.25
11850900,5,1,0,2016-07-23,2021-08-08,5,5,5,5,5,4.8,4.6,0.08
11851288,6,0,0,2016-06-30,2016-07-06,4.83,4.83,5,4.83,5,5,5,0.09
11858737,1,0,0,2016-03-23,2016-03-23,5,5,5,5,5,5,5,0.01
11859901,3,0,0,2016-03-23,2016-04-01,5,5,5,4.67,5,5,5,0.04
11861349,10,0,0,2017-03-29,2017-11-17,4.7,4.7,4.5,4.89,4.89,4.78,4.56,0.18
11863225,8,3,0,2016-09-08,2021-07-07,4.57,4.71,4.86,4,4.43,5,4,0.13
11863602,1,0,0,2016-06-17,2016-06-17,5,5,5,5,5,5,5,0.02
11864530,22,0,0,2017-07-24,2019-08-26,4.76,4.81,4.9,5,4.85,4.6,4.95,0.41
11865398,3,0,0,2016-04-05,2017-01-01,4.33,4.67,5,3.67,4.33,4.67,4.67,0.04
11866156,1,0,0,2016-04-03,2016-04-03,5,5,5,5,5,5,5,0.01
11866751,3,1,0,2017-04-03,2021-05-01,5,5,5,5,4.67,4.33,5,0.05
11867485,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11867573,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11868110,1,0,0,2016-03-21,2016-03-21,5,5,4,5,5,5,5,0.01
11869400,264,3,0,2016-04-06,2021-10-24,4.59,4.69,4.72,4.87,4.86,4.55,4.65,3.83
11871903,1,0,0,2016-03-28,2016-03-28,5,5,5,5,5,5,5,0.01
11871932,3,0,0,2016-05-31,2016-10-23,5,5,4.33,5,5,5,5,0.04
11872337,59,1,0,2016-05-06,2021-10-29,4.92,4.95,4.9,4.98,4.9,4.83,4.88,0.87
11873498,29,2,0,2016-05-13,2021-07-06,4.68,4.61,4.64,4.78,4.68,4.48,4.56,0.43
11884931,37,1,0,2016-08-16,2021-10-31,4.92,5,4.86,4.94,5,4.61,4.97,0.57
11885997,3,0,0,2016-12-30,2017-12-13,4,4.5,3.5,5,5,4.5,4,0.05
11890279,48,0,0,2017-06-12,2019-12-06,4.5,4.49,4.38,4.69,4.6,4.93,4.29,0.88
11890882,1,0,0,2016-03-24,2016-03-24,0,NA,NA,NA,NA,NA,NA,0.01
11894427,5,1,0,2019-11-09,2019-10-14,5,5,4.6,5,5,4.6,5,0.2
11901356,1,0,0,2016-04-17,2016-04-17,5,5,5,5,5,5,4,0.01
11903201,6,6,0,2021-07-17,2021-07-18,5,4.83,4.83,5,5,4.83,4.83,1.27
11905096,180,30,1,2016-10-09,2021-11-30,4.94,4.95,4.97,4.99,5,4.79,4.9,2.87
11905189,36,10,0,2018-12-02,2021-09-21,4.82,4.85,4.62,5,5,4.7,4.85,0.98
11905212,2,0,0,2016-05-08,2016-05-30,3.5,3.5,3.5,4.5,4.5,4,4,0.03
11909308,80,0,0,2017-05-26,2020-10-05,4.96,4.94,4.94,4.99,4.99,4.91,4.84,1.45
11909622,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11910257,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11910278,1,0,0,2016-05-22,2016-05-22,4,5,4,5,4,5,5,0.01
11910742,1,0,0,2017-12-19,2017-12-19,0,NA,NA,NA,NA,NA,NA,0.02
11910848,2,0,0,2018-07-31,2016-03-22,2,4,1,4,3,5,3,0.05
11911783,2,0,0,2016-06-13,2016-03-29,5,5,5,5,5,5,5,0.03
11922306,5,0,0,2016-04-10,2016-10-10,4.6,5,4.8,5,5,4.4,5,0.07
11923007,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11924652,2,0,0,2016-07-24,2016-08-31,5,5,5,5,5,5,5,0.03
11926941,3,0,0,2016-05-08,2016-05-20,4.33,4.67,3.67,5,5,4.67,4.33,0.04
11927032,35,7,3,2020-01-02,2021-11-15,4.86,4.94,4.97,4.97,4.91,4.66,4.83,1.49
11927300,9,0,0,2017-03-24,2019-12-12,5,5,5,5,5,5,5,0.16
11927624,2,0,0,2016-07-01,2016-07-23,5,5,5,5,5,5,5,0.03
11928097,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11929230,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11935301,1,0,0,2016-06-24,2016-06-24,5,5,5,5,5,5,5,0.02
11937647,4,0,0,2016-03-31,2017-12-29,4.5,5,4.75,4,4.25,4.75,4.25,0.06
11939910,6,0,0,2017-06-29,2017-01-24,4.5,4.5,4.33,5,4.83,5,4.5,0.11
11940117,58,1,0,2016-04-26,2021-10-18,4.79,4.95,4.55,4.81,4.97,4.48,4.59,0.85
11942373,2,0,0,2017-09-06,2017-09-16,5,5,5,5,5,4.5,4.5,0.04
11943700,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11943846,1,0,0,2016-05-02,2016-05-02,5,5,5,5,5,5,5,0.01
11944668,13,0,0,2016-04-15,2016-08-07,5,5,5,5,5,5,4.75,0.19
11944718,7,0,0,2016-03-28,2016-08-14,4.43,4.57,4.43,4.86,4.86,4.29,4.57,0.1
11947067,16,0,0,2016-05-02,2018-11-27,4.87,4.8,4.4,4.93,4.93,4.67,4.73,0.23
11948586,6,0,0,2016-09-10,2017-01-01,3.67,4.67,4,4.33,4.33,3.33,4.17,0.09
11950107,4,0,0,2016-05-15,2016-04-11,5,5,5,5,5,4.67,5,0.06
11959165,11,0,0,2016-04-28,2018-08-21,4.7,4.7,4.3,4.9,4.9,4.8,4.5,0.16
11961053,116,18,0,2018-08-10,2021-10-08,4.92,4.98,4.96,4.98,5,4.85,4.95,2.87
11966139,103,6,0,2016-06-10,2021-07-30,4.5,4.75,4.56,4.86,4.94,4.9,4.54,1.54
11967410,6,2,0,2017-11-20,2021-10-19,4.33,4.5,4.5,4.5,4.33,5,4.5,0.12
11967737,7,0,0,2019-11-24,2019-03-22,4.57,5,4.14,5,5,4.71,4.57,0.28
11968680,14,3,1,2018-01-02,2021-11-25,4.14,3.93,4,4.36,4.29,4.57,3.93,0.29
11968958,4,0,0,2016-05-12,2016-05-03,5,5,5,5,5,5,5,0.06
11971174,3,0,0,2016-03-27,2016-06-25,4,4,4,5,5,3,3,0.04
11971580,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11973701,12,1,0,2016-05-11,2021-08-15,4.58,4.5,4.67,4.83,5,4.92,4.33,0.18
11980791,20,0,0,2016-07-09,2017-05-29,4.95,5,4.95,4.95,5,5,5,0.3
11981509,15,6,0,2016-12-27,2021-10-01,4.6,4.67,4.73,4.93,4.8,4.87,4.47,0.25
11982174,4,0,0,2016-05-15,2016-04-30,4,4.67,4.33,4.67,4.67,5,4.67,0.06
11983644,84,0,0,2016-04-15,2018-12-08,4.49,4.73,4.55,4.75,4.84,4.46,4.65,1.22
11984115,7,0,0,2016-03-28,2018-08-10,4.6,4.8,4.6,5,5,4.8,4.8,0.1
11988251,27,0,0,2016-06-21,2017-01-29,4.81,4.92,4.81,4.81,4.81,4.69,4.77,0.41
11989954,28,3,1,2016-09-22,2021-07-05,4.41,4.59,4.19,4.85,4.89,4.74,4.26,0.44
11990841,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11993790,129,1,0,2016-06-27,2020-11-03,4.51,4.76,4.59,4.76,4.86,4.75,4.56,1.95
12000617,5,0,0,2016-06-06,2017-04-09,4.8,5,4.8,5,5,4.6,4.8,0.07
12001322,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12001638,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12001854,1,0,0,2017-11-22,2017-11-22,4,4,5,5,2,5,3,0.02
12003146,2,0,0,2016-05-16,2016-11-23,0,NA,NA,NA,NA,NA,NA,0.03
12004174,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12004175,1,0,0,2016-08-18,2016-08-18,0,NA,NA,NA,NA,NA,NA,0.02
12004547,165,1,0,2016-06-15,2021-08-07,4.93,4.97,4.93,4.92,4.96,4.99,4.88,2.48
12004744,3,0,0,2017-06-18,2017-09-24,5,5,5,5,5,5,5,0.06
12005318,2,0,0,2016-05-23,2016-09-29,4.5,5,5,5,4.5,5,4.5,0.03
12006770,70,2,0,2019-04-24,2021-11-01,4.99,4.99,4.93,5,4.97,5,4.89,2.19
12007258,6,0,0,2018-07-18,2018-07-31,4.83,4.83,4.33,4.83,5,4.83,4.83,0.15
12007456,53,0,0,2016-08-22,2020-03-06,4.89,4.89,4.96,4.98,5,4.65,4.86,0.82
12009651,13,0,0,2018-06-29,2020-09-15,5,5,5,5,5,5,4.92,0.31
12015378,90,13,1,2016-06-17,2021-11-13,4.64,4.81,4.86,4.83,4.61,4.5,4.67,1.35
12019589,5,0,0,2016-05-23,2019-05-08,4.75,5,4.75,5,4.75,4.75,4.75,0.07
12019843,3,0,0,2016-05-08,2016-06-26,4.33,4.67,4.33,5,5,4.67,4.67,0.04
12022739,2,0,0,2019-04-30,2016-06-03,4.5,5,5,4.5,5,5,3.5,0.06
12022833,2,0,0,2016-04-05,2016-04-17,5,5,5,5,5,5,5,0.03
12024220,9,1,0,2016-05-31,2019-03-23,4.44,4.56,4.78,4.5,4.67,4.44,4.11,0.13
12025968,69,2,1,2016-04-26,2021-11-13,4.86,4.81,4.88,4.96,4.97,4.67,4.87,1.01
12027791,2,1,0,2016-05-09,2021-11-01,4.5,5,5,5,5,5,4.5,0.03
12028322,1,0,0,2016-03-28,2016-03-28,5,5,5,5,4,5,4,0.01
12028495,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12028733,2,0,0,2016-03-26,2016-03-28,5,5,5,5,5,4,5,0.03
12034085,6,0,0,2016-08-29,2016-05-28,4.83,4.33,4.5,4.5,4.83,5,4.67,0.09
12034640,27,0,0,2018-05-13,2019-09-16,4.65,4.88,4.46,4.92,4.88,4.77,4.81,0.62
12037401,6,2,0,2020-02-03,2021-04-28,4.83,4.83,4.83,5,4.5,5,4.67,0.27
12039579,9,2,0,2018-09-10,2021-07-13,4.89,5,4.78,5,4.89,5,4.89,0.23
12039894,5,1,0,2018-10-03,2021-01-08,4.8,5,4.6,4.8,5,5,4.8,0.13
12042253,15,1,0,2017-01-31,2021-08-15,5,5,5,5,5,5,4.86,0.25
12043691,7,0,0,2020-09-30,2020-09-26,5,5,5,5,5,4.86,5,0.49
12050280,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12050932,2,0,0,2016-05-09,2016-05-14,5,5,5,5,5,5,5,0.03
12051116,25,5,0,2018-12-31,2021-10-04,4.83,4.96,4.58,5,5,4.88,4.96,0.7
12052143,64,0,0,2016-09-24,2020-10-25,4.41,4.46,4.21,4.54,4.68,4.97,4.43,1.01
12052609,43,5,1,2018-04-04,2021-09-09,4.74,4.72,4.74,4.79,4.86,4.51,4.65,0.96
12053427,77,4,0,2016-08-12,2021-10-15,4.81,4.89,4.96,4.89,4.96,4.58,4.69,1.19
12054286,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12054516,87,2,0,2017-03-24,2021-08-23,4.93,4.9,4.94,4.96,4.99,4.75,4.88,1.52
12055540,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12067652,6,0,0,2016-07-24,2017-09-09,4.83,4.83,4.33,5,5,5,4.83,0.09
12068200,6,2,1,2016-05-08,2021-11-27,4.83,5,5,5,4.67,5,5,0.09
12070985,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12071038,114,1,0,2016-07-27,2021-02-22,4.73,4.86,4.84,4.71,4.86,4.58,4.55,1.75
12074139,6,1,0,2016-09-30,2016-08-06,5,5,4.83,5,5,4.5,5,0.1
12079993,6,0,0,2016-07-17,2016-12-11,5,5,5,5,5,4.83,4.67,0.09
12081254,1,0,0,2016-07-15,2016-07-15,5,5,5,5,5,5,5,0.02
12082737,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12083016,3,0,0,2016-08-18,2016-08-26,4.33,4.33,4.33,4.67,4.67,4,4.33,0.05
12084009,4,0,0,2016-05-01,2016-07-01,4.67,4.67,4.67,5,5,4.33,4.67,0.06
12084100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12084205,2,0,0,2016-06-01,2016-05-20,4.5,5,4.5,5,5,5,4.5,0.03
12085680,1,0,0,2018-03-31,2018-03-31,5,5,5,5,5,5,5,0.02
12086351,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12087785,22,8,1,2017-11-05,2021-07-31,4.91,4.91,4.95,5,5,4.95,4.91,0.44
12088765,4,0,0,2016-10-28,2016-09-30,5,5,4.5,5,5,5,5,0.06
12089013,1,0,0,2019-02-28,2019-02-28,5,5,4,5,5,5,5,0.03
12089661,1,0,0,2016-04-08,2016-04-08,5,4,5,5,5,5,5,0.01
12090887,5,0,0,2016-08-25,2016-08-29,4.2,4.2,3.8,4.8,4.8,4.8,4.4,0.08
12091679,13,2,0,2017-03-30,2021-09-27,4.23,4.31,3.77,4.38,4.46,4.92,3.85,0.23
12092786,17,3,0,2016-08-14,2021-10-05,4.35,4.65,4.24,4.94,5,4.65,4.44,0.26
12095161,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12099852,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12106946,16,0,0,2016-08-30,2016-10-02,4.63,4.69,4.44,4.94,5,4.63,4.6,0.25
12107055,1,0,0,2016-03-30,2016-03-30,0,NA,NA,NA,NA,NA,NA,0.01
12110383,5,0,0,2016-09-01,2017-08-07,5,5,5,5,5,5,5,0.08
12110663,133,12,1,2016-07-25,2021-11-27,4.8,4.89,4.86,4.98,4.98,4.74,4.79,2.04
12112190,12,3,0,2016-10-25,2021-09-17,5,5,5,5,4.91,5,5,0.19
12113045,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12113494,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12114040,14,3,0,2016-06-06,2021-07-10,4.79,5,4.29,5,5,5,4.43,0.21
12114228,13,0,0,2017-04-24,2017-08-20,5,5,4.92,4.92,5,4.92,5,0.23
12114628,6,0,0,2019-08-01,2018-12-31,5,5,5,5,5,4.83,4.5,0.21
12114756,8,0,0,2019-03-10,2016-06-06,4.5,4.5,4.38,4.63,4.5,4.88,4.5,0.24
12122102,183,4,0,2016-07-21,2021-05-02,4.82,4.87,4.58,4.95,4.96,4.73,4.82,2.8
12129245,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12130236,42,0,0,2019-05-27,2019-09-15,4.93,4.95,4.9,4.98,4.95,4.88,4.46,1.36
12130620,5,0,0,2016-08-23,2016-07-19,3.25,4.25,3,4.5,4.5,4.25,3.5,0.08
12132427,12,0,0,2016-04-18,2016-06-29,4.67,5,4.73,4.55,4.73,4.91,4.55,0.17
12133132,8,0,0,2016-08-04,2016-06-17,4.38,4.38,3.38,4.88,4.88,4.63,4.25,0.12
12135851,58,0,0,2018-05-16,2020-01-02,4.81,4.9,4.64,4.98,4.97,4.86,4.62,1.34
12136998,7,7,4,2021-10-24,2021-11-22,5,5,5,5,5,5,5,4.88
12145189,6,0,0,2016-11-06,2017-01-01,4,4.83,4,4.67,4.67,5,4.5,0.1
12145578,5,0,0,2018-11-09,2016-12-27,4.8,5,4.8,5,5,5,4.8,0.13
12145887,1,0,0,2016-08-22,2016-08-22,4,3,4,5,5,5,5,0.02
12147723,2,0,0,2016-05-01,2016-07-08,5,5,3.5,5,4.5,5,4.5,0.03
12148215,1,0,0,2016-04-06,2016-04-06,0,NA,NA,NA,NA,NA,NA,0.01
